"","Dp","Hs","Tp","Ta","Temp","lag","season"
"92051","65","0.86","9.88","6.05","6.5","62","1"
"92052","66","0.85","9.88","6.27","6.4","65","1"
"92053","41","0.78","6.67","6.01","6.4","66","1"
"92054","64","0.87","9.88","6.22","6.5","41","1"
"92055","35","0.8","6.67","6.07","6.5","64","1"
"92056","57","0.8","9.88","6.38","6.5","35","1"
"92057","34","0.82","6.25","5.91","6.5","57","1"
"92058","30","0.77","6.25","5.06","6.5","34","1"
"92059","31","0.86","6.25","5.06","6.5","30","1"
"92060","31","0.86","6.25","4.89","6.6","31","1"
"92061","65","0.89","9.88","4.65","6.6","31","1"
"92062","73","0.99","8.33","4.63","6.5","65","1"
"92063","75","0.97","8.33","4.51","6.5","73","1"
"92064","64","0.99","7.69","4.53","6.4","75","1"
"92065","68","0.99","9.09","4.87","6.4","64","1"
"92066","68","0.98","7.69","4.9","6.4","68","1"
"92067","44","0.93","5.88","4.78","6.4","68","1"
"92068","66","0.91","8.33","4.66","6.5","44","1"
"92069","38","0.91","5.88","4.3","6.5","66","1"
"92070","66","0.94","9.88","4.21","6.5","38","1"
"92071","47","1.03","5.88","4.25","6.6","66","1"
"92072","47","1.06","4.17","4.23","6.6","47","1"
"92073","49","1.1","4.76","4.21","6.6","47","1"
"92074","42","1.13","4.17","4.24","6.6","49","1"
"92075","55","1.1","4.55","4.12","6.6","42","1"
"92076","24","1.25","4.0","3.98","6.6","55","1"
"92077","28","1.43","4.55","4.13","6.7","24","1"
"92078","33","1.53","5.0","4.21","6.7","28","1"
"92079","21","1.68","4.76","4.37","6.6","33","1"
"92080","17","1.97","5.26","4.67","6.6","21","1"
"92081","27","1.97","5.88","4.86","6.6","17","1"
"92082","27","2.19","5.88","4.97","6.6","27","1"
"92083","27","2.19","5.88","5.02","6.6","27","1"
"92084","35","2.2","6.25","5.03","6.6","27","1"
"92085","31","2.51","6.25","5.26","6.6","35","1"
"92086","38","2.68","6.67","5.61","6.8","31","1"
"92087","38","2.6","6.67","5.51","6.7","38","1"
"92088","42","2.64","7.14","5.74","6.7","38","1"
"92089","41","2.71","7.14","5.72","6.6","42","1"
"92090","41","2.89","7.14","5.9","6.6","41","1"
"92091","47","2.9","7.69","6.09","6.6","41","1"
"92092","42","2.77","7.69","6.02","6.6","47","1"
"92093","48","2.8","7.69","5.98","6.6","42","1"
"92094","51","2.83","8.33","6.19","6.8","48","1"
"92095","47","2.91","7.69","6.24","6.7","51","1"
"92096","54","3.0","8.33","6.41","6.8","47","1"
"92097","44","2.89","8.33","6.21","6.8","54","1"
"92098","44","3.04","7.69","6.27","6.7","44","1"
"92099","58","3.25","9.88","6.49","6.6","44","1"
"92100","48","3.23","8.33","6.37","6.6","58","1"
"92101","42","3.21","9.09","6.65","6.6","48","1"
"92102","49","3.5","9.88","6.73","6.6","42","1"
"92103","35","3.52","9.09","7.09","6.6","49","1"
"92104","37","3.45","9.09","6.78","6.6","35","1"
"92105","35","3.52","9.09","6.98","6.5","37","1"
"92106","33","3.44","9.09","6.87","6.5","35","1"
"92107","47","3.56","9.09","7.07","6.5","33","1"
"92108","42","3.42","9.88","7.11","6.5","47","1"
"92109","41","3.12","9.09","6.73","6.4","42","1"
"92110","44","3.0","9.09","6.74","6.5","41","1"
"92111","48","3.11","9.88","6.8","6.4","44","1"
"92112","61","3.33","11.11","6.96","6.4","48","1"
"92113","58","3.26","10.53","6.95","6.4","61","1"
"92114","48","3.08","9.09","7.12","6.4","58","1"
"92115","44","3.26","9.88","7.45","6.6","48","1"
"92116","44","2.94","10.53","7.17","6.6","44","1"
"92117","38","2.9","10.53","7.07","6.6","44","1"
"92118","44","2.89","10.53","7.15","6.6","38","1"
"92119","54","3.07","10.53","7.48","6.6","44","1"
"92120","57","2.75","10.53","6.85","6.7","54","1"
"92121","45","2.86","11.11","6.96","6.8","57","1"
"92122","41","2.96","9.88","7.08","6.8","45","1"
"92123","62","3.1","11.11","7.16","6.7","41","1"
"92124","58","3.01","11.11","6.97","6.8","62","1"
"92125","52","3.2","9.88","6.89","6.9","58","1"
"92126","49","2.95","10.53","6.43","6.8","52","1"
"92127","51","3.02","8.33","6.46","6.8","49","1"
"92128","54","3.29","10.53","6.79","6.8","51","1"
"92129","62","3.18","10.53","6.8","6.8","54","1"
"92130","55","2.95","9.09","6.47","6.7","62","1"
"92131","51","3.07","9.88","6.49","6.7","55","1"
"92132","61","3.07","9.88","6.48","6.6","51","1"
"92133","55","2.91","11.11","6.44","6.6","61","1"
"92134","47","3.09","9.88","6.44","6.6","55","1"
"92135","49","3.01","9.88","6.35","6.6","47","1"
"92136","61","2.86","11.76","6.43","6.6","49","1"
"92137","49","2.86","10.53","6.52","6.6","61","1"
"92138","54","2.95","10.53","6.54","6.6","49","1"
"92139","66","2.75","10.53","6.53","6.6","54","1"
"92140","54","2.95","10.53","6.7","6.6","66","1"
"92141","59","2.92","11.76","6.8","6.6","54","1"
"92142","61","3.01","10.53","7.12","6.6","59","1"
"92143","61","2.85","11.76","7.23","6.6","61","1"
"92144","68","2.62","11.11","6.83","6.6","61","1"
"92145","51","2.78","11.76","7.28","6.5","68","1"
"92146","55","2.6","10.53","6.84","6.5","51","1"
"92147","57","2.74","11.76","7.21","6.6","55","1"
"92148","62","2.52","11.76","7.06","6.6","57","1"
"92149","65","2.56","11.11","7.1","6.6","62","1"
"92150","68","2.62","12.5","7.35","6.6","65","1"
"92151","54","2.58","11.11","7.26","6.7","68","1"
"92152","68","2.75","11.11","7.7","6.7","54","1"
"92153","66","2.53","11.76","7.5","6.7","68","1"
"92154","62","2.51","11.76","7.52","6.7","66","1"
"92155","59","2.47","11.76","7.57","6.7","62","1"
"92156","58","2.48","11.76","7.16","6.7","59","1"
"92157","52","2.7","11.11","7.6","6.6","58","1"
"92158","62","2.48","11.11","7.4","6.6","52","1"
"92159","58","2.64","11.76","8.0","6.6","62","1"
"92160","55","2.68","11.76","7.98","6.6","58","1"
"92161","58","2.77","12.5","8.14","6.6","55","1"
"92162","65","2.64","12.5","8.17","6.6","58","1"
"92163","64","2.82","11.76","8.46","6.6","65","1"
"92164","62","2.48","11.11","7.58","6.6","64","1"
"92165","75","2.59","12.5","8.16","6.6","62","1"
"92166","75","2.5","13.33","7.89","6.7","75","1"
"92167","64","2.34","11.76","7.34","6.6","75","1"
"92168","66","2.43","11.76","7.9","6.8","64","1"
"92169","68","2.54","12.5","8.0","6.8","66","1"
"92170","66","2.39","11.76","8.03","6.7","68","1"
"92171","66","2.53","12.5","8.18","6.7","66","1"
"92172","68","2.43","12.5","8.14","6.8","66","1"
"92173","64","2.47","10.53","7.94","6.9","68","1"
"92174","55","2.47","11.76","8.06","6.9","64","1"
"92175","47","2.26","10.53","7.7","6.9","55","1"
"92176","62","2.47","11.11","8.18","6.9","47","1"
"92177","55","2.53","11.76","8.47","6.8","62","1"
"92178","62","2.67","12.5","8.6","6.8","55","1"
"92179","72","2.59","13.33","8.54","6.8","62","1"
"92180","71","2.48","12.5","8.51","6.8","72","1"
"92181","61","2.42","12.5","8.53","6.8","71","1"
"92182","64","2.45","11.76","9.02","6.8","61","1"
"92183","59","2.43","11.76","8.76","6.8","64","1"
"92184","65","2.58","11.76","9.08","6.9","59","1"
"92185","65","2.08","12.5","8.5","6.9","65","1"
"92186","68","2.78","14.29","10.12","6.9","65","1"
"92187","72","2.55","14.29","9.49","6.9","68","1"
"92188","72","2.76","13.33","9.94","6.8","72","1"
"92189","66","2.56","12.5","9.79","6.8","72","1"
"92190","64","2.87","12.5","9.88","6.8","66","1"
"92191","64","2.8","13.33","10.16","6.8","64","1"
"92192","73","2.72","13.33","10.01","6.8","64","1"
"92193","68","2.71","12.5","9.96","6.8","73","1"
"92194","78","2.6","14.29","9.83","6.8","68","1"
"92195","76","2.8","14.29","10.43","6.8","78","1"
"92196","69","2.82","14.29","10.49","6.8","76","1"
"92197","71","2.76","14.29","10.44","6.8","69","1"
"92198","66","2.54","13.33","10.29","6.8","71","1"
"92199","79","2.91","15.38","10.98","6.8","66","1"
"92200","72","2.96","13.33","11.02","6.8","79","1"
"92201","75","3.17","13.33","11.61","6.8","72","1"
"92202","72","3.01","15.38","11.5","6.8","75","1"
"92203","76","2.95","14.29","11.07","6.8","72","1"
"92204","71","3.19","14.29","11.69","6.8","76","1"
"92205","78","3.28","15.38","12.23","6.8","71","1"
"92206","72","3.5","16.67","12.51","6.8","78","1"
"92207","72","3.44","15.38","12.59","6.8","72","1"
"92208","72","3.37","16.67","12.18","6.8","72","1"
"92209","78","3.45","16.67","12.5","6.8","72","1"
"92210","72","3.68","16.67","13.03","6.8","78","1"
"92211","72","4.05","16.67","13.86","6.9","72","1"
"92212","83","3.34","16.67","13.03","6.9","72","1"
"92213","72","3.97","16.67","13.72","6.9","83","1"
"92214","71","3.1","15.38","12.84","7.0","72","1"
"92215","73","3.23","15.38","12.94","7.1","71","1"
"92216","75","3.21","15.38","12.53","7.1","73","1"
"92217","72","3.03","16.67","12.4","7.2","75","1"
"92218","71","3.13","16.67","12.72","7.3","72","1"
"92219","64","3.15","16.67","12.36","7.3","71","1"
"92220","65","3.17","14.29","12.32","7.4","64","1"
"92221","64","2.91","16.67","12.06","7.4","65","1"
"92222","55","2.59","16.67","11.71","7.4","64","1"
"92223","61","2.98","15.38","11.83","7.6","55","1"
"92224","52","2.89","16.67","12.26","7.6","61","1"
"92225","62","3.1","15.38","12.41","7.5","52","1"
"92226","62","2.67","16.67","12.42","7.6","62","1"
"92227","64","3.19","16.67","12.77","7.6","62","1"
"92228","64","3.08","16.67","12.44","7.6","64","1"
"92229","58","2.6","16.67","11.37","7.7","64","1"
"92230","59","2.77","15.38","11.81","7.6","58","1"
"92231","73","2.7","15.38","11.66","7.7","59","1"
"92232","75","3.09","16.67","12.61","7.6","73","1"
"92233","69","2.8","16.67","11.91","7.6","75","1"
"92234","73","2.92","15.38","12.26","8.2","69","1"
"92235","76","2.94","15.38","12.42","8.2","73","1"
"92236","68","2.89","16.67","12.42","8.2","76","1"
"92237","75","3.21","15.38","12.51","8.2","68","1"
"92238","69","2.84","15.38","12.06","8.2","75","1"
"92239","73","2.64","14.29","11.49","8.1","69","1"
"92240","62","2.73","14.29","11.69","8.1","73","1"
"92241","76","2.27","14.29","10.43","8.1","62","1"
"92242","65","2.46","14.29","10.96","8.1","76","1"
"92243","71","2.16","15.38","10.12","8.0","65","1"
"92244","51","2.3","14.29","10.51","7.9","71","1"
"92245","65","2.32","14.29","10.33","7.9","51","1"
"92246","69","2.27","14.29","10.03","7.9","65","1"
"92247","61","2.34","15.38","10.58","7.8","69","1"
"92248","71","1.98","14.29","9.43","7.8","61","1"
"92249","58","2.09","14.29","10.13","7.7","71","1"
"92250","72","1.97","13.33","9.58","7.6","58","1"
"92251","68","1.92","13.33","9.51","7.6","72","1"
"92252","62","1.89","14.29","9.41","7.6","68","1"
"92253","58","1.91","12.5","9.44","7.6","62","1"
"92254","72","1.99","13.33","9.86","7.6","58","1"
"92255","64","1.95","14.29","9.58","7.6","72","1"
"92256","57","1.82","14.29","8.97","7.6","64","1"
"92257","58","1.73","14.29","8.75","7.7","57","1"
"92258","64","1.93","14.29","9.61","7.7","58","1"
"92259","59","1.72","12.5","8.87","7.8","64","1"
"92260","69","1.7","13.33","8.83","7.9","59","1"
"92261","58","1.53","14.29","8.73","7.9","69","1"
"92262","72","1.75","14.29","9.37","7.9","58","1"
"92263","54","1.65","13.33","8.54","8.1","72","1"
"92264","59","1.64","13.33","8.46","8.1","54","1"
"92265","71","1.82","13.33","8.98","8.3","59","1"
"92266","54","1.64","13.33","8.23","8.5","71","1"
"92267","64","1.57","14.29","8.03","8.7","54","1"
"92268","58","1.63","13.33","8.66","8.6","64","1"
"92269","64","1.6","13.33","8.22","8.6","58","1"
"92270","57","1.64","12.5","7.92","8.7","64","1"
"92271","59","1.54","12.5","7.16","8.7","57","1"
"92272","64","1.68","13.33","7.08","8.6","59","1"
"92273","75","1.51","13.33","6.54","8.6","64","1"
"92274","65","1.54","12.5","6.4","8.6","75","1"
"92275","65","1.49","13.33","6.57","8.6","65","1"
"92276","66","1.47","13.33","6.31","8.6","65","1"
"92277","72","1.48","13.33","6.45","8.6","66","1"
"92278","68","1.46","13.33","6.83","8.5","72","1"
"92279","68","1.42","13.33","7.2","8.6","68","1"
"92280","72","1.41","12.5","7.11","8.6","68","1"
"92281","54","1.41","13.33","6.96","8.7","72","1"
"92282","71","1.39","13.33","7.06","8.6","54","1"
"92283","68","1.32","13.33","6.65","8.6","71","1"
"92284","55","1.31","12.5","6.58","8.4","68","1"
"92285","59","1.3","12.5","6.68","8.4","55","1"
"92286","65","1.26","11.76","6.47","8.4","59","1"
"92287","71","1.37","12.5","6.57","8.3","65","1"
"92288","66","1.41","12.5","6.38","8.2","71","1"
"92289","66","1.43","13.33","6.18","8.2","66","1"
"92290","66","1.48","12.5","6.06","8.1","66","1"
"92291","71","1.46","11.76","6.03","8.1","66","1"
"92292","55","1.53","12.5","5.9","8.1","71","1"
"92293","61","1.53","11.11","5.78","8.1","55","1"
"92294","72","1.55","11.76","5.86","8.1","61","1"
"92295","71","1.58","11.76","6.02","8.1","72","1"
"92296","62","1.57","12.5","5.67","8.1","71","1"
"92297","79","1.6","12.5","5.65","8.1","62","1"
"92298","65","1.64","11.11","5.7","8.0","79","1"
"92299","58","1.64","12.5","5.73","7.9","65","1"
"92300","173","1.67","6.67","5.68","7.9","58","1"
"92301","169","1.61","7.14","5.45","7.9","173","1"
"92302","170","1.61","7.69","5.66","7.9","169","1"
"92303","68","1.63","12.5","5.82","7.6","170","1"
"92304","165","1.71","7.69","5.59","7.6","68","1"
"92305","170","1.47","6.67","5.43","7.6","165","1"
"92306","173","1.69","7.14","5.66","7.6","170","1"
"92307","168","1.65","7.14","5.34","7.7","173","1"
"92308","163","1.66","7.69","5.37","7.8","168","1"
"92309","165","1.6","7.69","5.2","7.8","163","1"
"92310","59","1.66","11.76","5.38","7.9","165","1"
"92311","162","1.51","7.69","5.23","7.9","59","1"
"92312","168","1.66","7.14","5.29","7.9","162","1"
"92313","163","1.61","7.14","5.15","7.9","168","1"
"92314","162","1.61","7.69","5.26","7.9","163","1"
"92315","162","1.69","7.69","5.21","7.9","162","1"
"92316","170","1.68","7.14","4.87","7.8","162","1"
"92317","162","1.72","7.14","4.95","7.8","170","1"
"92318","168","1.78","6.67","4.87","7.8","162","1"
"92319","155","1.76","7.69","4.73","7.9","168","1"
"92320","166","1.88","7.14","5.04","7.8","155","1"
"92321","163","1.88","7.14","5.04","7.7","166","1"
"92322","163","1.86","7.14","4.93","7.7","163","1"
"92323","162","1.84","7.14","5.22","7.6","163","1"
"92324","168","1.63","7.14","5.1","7.6","162","1"
"92325","166","1.68","7.69","5.47","7.8","168","1"
"92326","165","1.68","7.69","5.59","7.9","166","1"
"92327","165","1.63","7.69","5.64","8.1","165","1"
"92328","161","1.59","7.69","5.69","8.1","165","1"
"92329","165","1.46","7.69","5.72","8.3","161","1"
"92330","162","1.47","7.69","5.81","8.4","165","1"
"92331","165","1.43","7.69","5.8","8.4","162","1"
"92332","159","1.39","7.69","5.78","8.7","165","1"
"92333","165","1.27","7.69","5.37","8.6","159","1"
"92334","152","1.3","8.33","5.28","8.6","165","1"
"92335","161","1.42","7.69","4.77","8.6","152","1"
"92336","162","1.39","7.69","4.74","8.6","161","1"
"92337","155","1.46","8.33","4.87","8.6","162","1"
"92338","7","1.39","4.35","4.68","8.6","155","1"
"92339","359","1.25","4.35","4.51","8.7","7","1"
"92340","2","1.22","4.17","4.44","8.7","359","1"
"92341","0","1.13","4.0","4.28","8.6","2","1"
"92342","359","1.18","4.35","4.32","8.6","0","1"
"92343","0","1.18","4.17","4.27","8.6","359","1"
"92344","356","1.07","4.55","4.31","8.7","0","1"
"92345","92","1.09","9.88","4.3","8.6","356","1"
"92346","2","1.18","4.76","4.11","8.6","92","1"
"92347","0","1.31","4.76","4.22","8.6","2","1"
"92348","3","1.33","5.0","4.27","8.6","0","1"
"92349","356","1.19","4.76","4.16","8.4","3","1"
"92350","4","1.23","4.76","4.13","8.4","356","1"
"92351","2","1.23","4.76","4.13","8.4","4","1"
"92352","9","1.31","4.76","4.14","8.3","2","1"
"92353","13","1.3","4.76","4.18","8.4","9","1"
"92354","14","1.19","5.0","4.13","8.4","13","1"
"92355","13","1.27","5.0","4.24","8.5","14","1"
"92356","12","1.23","5.0","4.26","8.6","13","1"
"92357","359","1.19","4.55","4.35","8.6","12","1"
"92358","9","1.34","5.0","4.54","8.7","359","1"
"92359","0","1.32","5.0","4.61","8.8","9","1"
"92360","3","1.31","5.26","4.63","8.8","0","1"
"92361","12","1.32","5.26","4.67","8.8","3","1"
"92362","12","1.36","5.26","4.7","8.8","12","1"
"92363","19","1.27","5.26","4.65","8.9","12","1"
"92364","21","1.3","5.0","4.71","8.9","19","1"
"92365","20","1.31","5.26","4.68","9.0","21","1"
"92366","26","1.28","5.56","4.91","9.1","20","1"
"92367","27","1.26","5.26","4.93","9.1","26","1"
"92368","42","1.28","6.25","5.05","9.2","27","1"
"92369","45","1.15","5.88","4.9","9.2","42","1"
"92370","24","1.08","5.26","4.94","9.3","45","1"
"92371","33","1.16","5.88","5.1","9.4","24","1"
"92372","49","1.16","6.25","5.21","9.4","33","1"
"92373","30","1.16","5.56","5.4","9.4","49","1"
"92374","45","1.07","5.88","5.25","9.4","30","1"
"92375","79","1.14","8.33","5.55","9.5","45","1"
"92376","37","1.05","5.56","5.43","9.6","79","1"
"92377","75","1.04","8.33","5.43","9.6","37","2"
"92378","80","1.01","8.33","5.54","9.6","75","2"
"92379","80","1.04","8.33","5.65","9.6","80","2"
"92380","76","0.99","8.33","5.63","9.7","80","2"
"92381","80","1.06","8.33","5.71","9.6","76","2"
"92382","80","1.04","8.33","5.87","9.7","80","2"
"92383","78","1.01","8.33","5.82","9.5","80","2"
"92384","78","1.01","8.33","5.9","9.6","78","2"
"92385","82","1.03","8.33","5.85","9.4","78","2"
"92386","75","0.9","8.33","5.59","9.3","82","2"
"92387","78","0.87","8.33","5.84","9.2","75","2"
"92388","73","0.85","8.33","5.61","9.2","78","2"
"92389","71","0.84","8.33","5.69","9.1","73","2"
"92390","75","0.83","8.33","5.84","9.2","71","2"
"92391","73","0.86","8.33","5.73","9.1","75","2"
"92392","75","0.81","8.33","5.64","9.1","73","2"
"92393","76","0.78","7.69","5.6","9.1","75","2"
"92394","66","0.74","8.33","5.39","9.1","76","2"
"92395","76","0.72","7.69","5.44","9.2","66","2"
"92396","86","0.72","9.09","5.62","9.1","76","2"
"92397","82","0.74","8.33","5.48","9.2","86","2"
"92398","79","0.69","8.33","5.1","9.4","82","2"
"92399","65","0.67","6.25","5.02","9.5","79","2"
"92400","47","0.66","5.88","5.28","9.6","65","2"
"92401","92","0.67","8.33","5.2","9.7","47","2"
"92402","79","0.64","8.33","5.12","9.8","92","2"
"92403","90","0.6","8.33","4.93","9.9","79","2"
"92404","97","0.62","9.09","4.99","10.1","90","2"
"92405","48","0.61","5.26","4.99","10.4","97","2"
"92406","100","0.61","9.09","5.14","10.4","48","2"
"92407","90","0.56","9.09","5.21","10.5","100","2"
"92408","93","0.56","8.33","5.36","10.6","90","2"
"92409","79","0.52","7.14","5.18","10.5","93","2"
"92410","90","0.53","8.33","4.96","10.6","79","2"
"92411","93","0.49","6.25","4.6","10.5","90","2"
"92412","102","0.53","9.09","4.74","10.6","93","2"
"92413","106","0.5","9.09","4.69","10.6","102","2"
"92414","106","0.48","10.53","4.5","10.7","106","2"
"92415","100","0.5","9.09","4.61","10.8","106","2"
"92416","103","0.51","9.88","4.38","10.9","100","2"
"92417","100","0.53","9.88","4.36","10.8","103","2"
"92418","103","0.51","8.33","4.45","10.8","100","2"
"92419","106","0.51","9.09","4.52","10.9","103","2"
"92420","106","0.54","9.09","4.62","10.8","106","2"
"92421","102","0.51","9.09","4.37","10.8","106","2"
"92422","104","0.53","10.53","4.48","10.8","102","2"
"92423","104","0.55","9.88","4.28","10.8","104","2"
"92424","107","0.52","9.88","4.37","10.8","104","2"
"92425","107","0.53","9.09","4.45","10.7","107","2"
"92426","109","0.53","9.88","4.48","10.8","107","2"
"92427","111","0.55","9.09","4.83","10.8","109","2"
"92428","107","0.55","9.09","4.81","10.8","111","2"
"92429","103","0.55","9.88","4.82","10.8","107","2"
"92430","106","0.5","9.88","4.77","10.6","103","2"
"92431","100","0.52","9.88","5.16","10.7","106","2"
"92432","99","0.49","9.09","5.09","10.7","100","2"
"92433","103","0.5","9.09","5.43","10.8","99","2"
"92434","90","0.52","9.88","5.58","10.8","103","2"
"92435","102","0.47","9.09","5.18","10.8","90","2"
"92436","102","0.53","9.09","5.59","10.8","102","2"
"92437","100","0.5","9.09","5.39","10.8","102","2"
