,Dp,YEAR,MO,DY,HR,MN,Hs,Tp,Ta,Temp,lag,time_sin,time_sin_no_year,season
72,308,2012,4,10,8,23,0.9,2.78,3.45,12.9,177,1.0918607419573299,2.85380296184477e-11,2
73,338,2012,4,10,8,53,0.96,3.03,3.47,12.8,308,1.24992073107372,1.19750359944425e-11,2
74,345,2012,4,10,9,23,0.89,3.57,3.57,12.8,338,1.40798072019012,-4.58795762956271e-12,2
75,353,2012,4,10,9,53,0.92,3.57,3.67,12.8,345,1.5660407093065198,3.7056709659899495e-11,2
117,353,2012,4,11,6,53,1.35,4.17,3.93,13.1,176,8.20456025219519,3.9902908413289204e-11,2
118,359,2012,4,11,7,23,1.57,4.76,4.12,13.0,353,8.362620241311589,2.3339914789284e-11,2
122,359,2012,4,11,9,23,2.29,5.88,4.88,12.9,3,8.994860197777179,1.5295601206730502e-11,2
123,359,2012,4,11,9,53,2.21,5.88,4.93,12.8,359,9.15292018689357,-1.26739241727471e-12,2
159,359,2012,4,12,3,53,1.23,5.26,4.17,12.5,12,14.843079795083899,4.27491071666789e-11,2
177,359,2012,4,12,12,53,1.21,5.26,3.91,12.3,9,17.688159599179002,3.5653526501922004e-11,2
178,357,2012,4,12,13,23,1.16,5.56,3.79,12.3,359,17.846219588295398,1.90905328779168e-11,2
179,350,2012,4,12,13,53,1.21,5.56,4.0,12.4,357,18.0042795774118,2.52753925391157e-12,2
180,356,2012,4,12,14,23,1.14,5.56,3.97,12.4,350,18.1623395665282,-1.4035454370093599e-11,2
182,348,2012,4,12,15,23,1.21,5.0,4.11,12.5,0,18.478459544760998,1.10462192953633e-11,2
186,359,2012,4,12,17,23,1.25,5.56,4.39,12.6,6,19.110699501226602,3.0019057128098595e-12,2
201,359,2012,4,13,0,53,0.9,5.56,4.47,12.4,7,-8.320723049722769,-1.2612354993398801e-11,2
488,359,2012,4,19,0,23,1.52,5.56,4.96,15.0,12,7.24017143898785,6.8366698214309104e-12,2
748,253,2012,4,24,10,23,1.5,3.7,4.72,13.9,125,18.5334462215558,7.825235176662249e-12,2
904,356,2012,4,27,16,23,1.55,4.76,4.77,15.1,6,13.3884821360184,1.4239140481147802e-11,2
905,352,2012,4,27,16,53,1.53,5.0,4.73,15.1,356,13.546542125134803,-2.32385314285743e-12,2
906,350,2012,4,27,17,23,1.46,5.26,4.74,15.0,352,13.704602114251198,1.02169836898711e-11,2
907,346,2012,4,27,17,53,1.45,5.26,4.95,15.0,350,13.862662103367601,2.27578205225995e-11,2
909,350,2012,4,27,18,53,1.39,5.56,4.73,15.1,149,14.178782081600401,1.8735663731322802e-11,2
910,359,2012,4,27,19,23,1.32,5.56,4.79,15.1,350,14.3368420707168,2.1726701073175902e-12,2
2501,353,2012,5,30,22,53,3.44,6.25,6.05,22.8,142,10.0371646075561,9.86211454327707e-12,2
2993,221,2012,6,10,4,53,0.56,2.44,3.2,21.5,65,3.2566139540600196,1.0503957466113699e-11,2
2994,228,2012,6,10,5,23,0.57,2.56,3.38,21.3,221,3.4146739431764197,-6.05903615789156e-12,2
3001,267,2012,6,10,8,53,0.61,2.5,3.43,21.1,62,4.5210938669912,-5.58466969899328e-12,2
3177,356,2012,6,14,0,53,1.18,4.35,4.57,22.4,159,2.5373295637817597,1.88153286061923e-11,2
3181,355,2012,6,14,2,53,1.13,4.55,5.03,22.2,64,3.1695695202473395,1.07710150236389e-11,2
3770,342,2012,6,26,9,23,1.47,4.17,4.13,24.7,161,6.85993594671924,1.31299468326421e-12,2
3771,348,2012,6,26,9,53,1.5,4.35,4.05,24.7,342,7.017995935835639,-6.980837123741589e-13,2
3772,350,2012,6,26,10,23,1.53,4.35,4.17,24.8,348,7.17605592495204,9.28816699079187e-13,2
3774,353,2012,6,26,11,23,1.61,5.56,4.39,24.5,0,7.49217590318483,5.446387148941671e-13,2
3775,357,2012,6,26,11,53,1.62,5.26,4.4,24.5,353,7.650235892301231,2.17153912634751e-12,2
3776,352,2012,6,26,12,23,1.65,5.56,4.51,24.5,357,7.80829588141762,1.6046073070914598e-13,2
3778,356,2012,6,26,13,23,1.8,5.88,4.68,24.7,2,8.12441585965042,-2.2371725347587398e-13,2
4055,252,2012,7,2,7,53,0.79,3.23,3.68,25.5,176,4.75016941141131,5.21214629562206e-12,3
4056,267,2012,7,2,8,23,0.79,3.03,3.74,25.4,252,4.90822940052771,3.2010678999837e-12,3
4057,277,2012,7,2,8,53,0.83,3.23,3.61,25.4,267,5.06628938964411,1.18998950434533e-12,3
4058,270,2012,7,2,9,23,0.86,3.33,3.53,25.2,277,5.224349378760509,-8.210888912930379e-13,3
4059,269,2012,7,2,9,53,0.81,3.33,3.54,25.2,270,5.3824093678769005,1.17197479414354e-11,3
4060,280,2012,7,2,10,23,0.81,3.33,3.57,25.1,269,5.5404693569933,9.70866954579708e-12,3
4061,273,2012,7,2,10,53,0.83,3.23,3.58,25.1,280,5.698529346109701,7.697591150158711e-12,3
4062,272,2012,7,2,11,23,0.78,3.33,3.63,25.1,273,5.85658933522609,5.68651275452035e-12,3
5094,252,2012,7,23,23,23,1.14,3.45,3.8,25.6,123,19.9628861648712,-3.3744291161810697e-12,3
5095,283,2012,7,23,23,53,1.28,3.85,4.17,25.5,252,20.1209461539876,-5.385507511819441e-12,3
5143,283,2012,7,24,23,53,1.35,3.85,4.16,26.1,173,-2.0944967561206203,-5.38639038930746e-14,3
5162,342,2012,7,25,9,23,1.2,4.35,4.14,25.1,97,0.908643037090922,-9.16052296428834e-12,3
5163,341,2012,7,25,9,53,1.28,4.35,4.18,25.0,342,1.06670302620732,3.38031386844015e-12,3
5164,343,2012,7,25,10,23,1.39,4.76,4.34,25.0,341,1.22476301532372,1.3692354728017802e-12,3
5165,346,2012,7,25,10,53,1.4,5.0,4.3,24.9,343,1.38282300444011,-6.418429228365849e-13,3
5166,356,2012,7,25,11,23,1.38,5.26,4.45,24.9,346,1.5408829935565098,-2.65292131847495e-12,3
5167,348,2012,7,25,11,53,1.4,5.0,4.38,24.9,356,1.6989429826729099,-4.66399971411332e-12,3
5168,356,2012,7,25,12,23,1.6,5.0,4.45,24.9,348,1.8570029717893002,-6.67507810975169e-12,3
5170,357,2012,7,25,13,23,1.6,5.26,4.51,24.8,0,2.1731229500221003,3.8546803273384296e-12,3
5172,353,2012,7,25,14,23,1.41,5.26,4.57,24.9,3,2.4892429282548902,-1.6747646393829998e-13,3
5174,346,2012,7,25,15,23,1.37,5.26,4.62,25.0,0,2.8053629064876904,-4.18963325521503e-12,3
5175,356,2012,7,25,15,53,1.43,5.26,4.73,25.0,346,2.96342289560408,-6.200711650853401e-12,3
6341,357,2012,8,18,22,53,0.75,3.57,3.77,27.6,2,13.308337743473599,-7.697591150158711e-12,3
6346,345,2012,8,19,1,23,0.79,4.0,4.09,27.7,100,14.0986376890556,-3.2010678999837e-12,3
7863,356,2012,9,19,15,53,2.05,5.26,5.05,24.5,4,20.317963941389802,-1.20945333067468e-11,3
7864,359,2012,9,19,16,23,2.12,5.56,5.18,24.6,356,20.476023930506198,4.4630352598167e-13,3
7865,357,2012,9,19,16,53,2.09,5.88,5.11,24.6,359,20.6340839196226,-1.61166900980236e-11,3
8058,357,2012,9,23,17,23,1.92,5.88,5.22,23.3,2,-8.464982956303361,1.77507211664104e-11,3
8708,357,2012,10,7,6,23,0.71,2.78,3.22,23.6,139,17.3148241481783,-1.75397894747184e-11,4
8709,357,2012,10,7,6,53,0.77,3.45,3.37,23.6,357,17.4728841372947,-4.99895264198992e-12,4
8710,355,2012,10,7,7,23,0.94,3.7,3.61,23.6,357,17.6309441264111,-2.15619462659951e-11,4
8712,348,2012,10,7,8,23,1.13,5.0,3.96,23.5,0,17.947064104643896,3.51972739946183e-12,4
8713,349,2012,10,7,8,53,1.19,5.26,4.11,23.5,348,18.1051240937603,-1.3043266224543401e-11,4
8714,355,2012,10,7,9,23,1.26,5.0,4.16,23.5,349,18.2631840828767,-5.024293918149e-13,4
8715,350,2012,10,7,9,53,1.3,5.56,4.35,23.5,355,18.4212440719931,-1.7065423015820097e-11,4
8716,359,2012,10,7,10,23,1.26,5.56,4.32,23.6,350,18.5793040611095,-4.52458618309163e-12,4
8718,359,2012,10,7,11,23,1.14,5.56,4.28,23.7,0,18.895424039342302,-8.54674297436837e-12,4
8719,359,2012,10,7,11,53,1.14,5.88,4.32,23.8,359,19.0534840284587,3.99409385836012e-12,4
8741,356,2012,10,7,22,53,1.19,5.88,5.43,23.2,7,-7.27151859867591,-1.1145800388950199e-11,4
8742,359,2012,10,7,23,23,1.25,5.88,5.52,23.0,356,-7.11345860955951,1.3950364437782401e-12,4
8905,348,2012,10,11,8,53,1.62,4.55,4.75,20.9,57,18.6503196164132,8.28330820716207e-12,4
8906,353,2012,10,11,9,23,1.66,4.55,4.8,20.9,348,18.808379605529602,-8.27968541684315e-12,4
8977,352,2012,10,12,20,53,0.98,3.7,4.22,20.8,68,0.228316445098469,-2.00990144518655e-11,4
8978,352,2012,10,12,21,23,1.0,3.7,4.11,20.8,352,0.386376434214867,-3.66620080758707e-11,4
8980,353,2012,10,12,22,23,1.11,4.35,4.28,20.6,2,0.702496412447661,-1.1580334410413801e-11,4
8981,345,2012,10,12,22,53,1.2,4.55,4.29,20.6,353,0.860556401564057,-2.8143328034419003e-11,4
8982,353,2012,10,12,23,23,1.4,5.0,4.47,20.6,345,1.01861639068045,1.3501339255043198e-11,4
8983,357,2012,10,12,23,53,1.43,5.0,4.49,20.6,353,1.17667637979685,-3.0616543689620097e-12,4
8984,353,2012,10,13,0,23,1.62,5.26,4.57,20.6,357,1.3347363689132499,-1.96246479929672e-11,4
8985,356,2012,10,13,0,53,1.71,5.26,4.69,20.6,353,1.49279635802965,-3.61876416169724e-11,4
8986,357,2012,10,13,1,23,1.8,5.56,4.8,20.6,356,1.6508563471460398,5.4570256724897404e-12,4
8987,357,2012,10,13,1,53,1.68,5.56,4.68,20.6,357,1.80891633626244,-1.11059679515155e-11,4
8988,353,2012,10,13,2,23,1.79,5.56,4.87,20.6,357,1.96697632537884,-2.7668961575520696e-11,4
8995,357,2012,10,13,5,53,1.89,6.25,5.05,20.5,6,3.07339624919362,-2.7194595116622396e-11,4
9140,329,2012,10,16,6,23,1.38,3.85,4.16,20.9,111,-3.81022771662413,1.5893087768252e-11,4
9141,342,2012,10,16,6,53,1.51,4.76,4.4,20.9,329,-3.65216772750773,-6.699058557531999e-13,4
9142,345,2012,10,16,7,23,1.58,5.0,4.5,21.0,342,-3.4941077383913397,-1.7232899479758398e-11,4
9143,346,2012,10,16,7,53,1.79,5.0,4.71,21.0,345,-3.33604774927494,-3.37958931037636e-11,4
9144,349,2012,10,16,8,23,1.92,5.56,4.85,21.0,346,-3.17798776015854,7.848774185698549e-12,4
9145,350,2012,10,16,8,53,1.93,5.56,4.92,21.0,349,-3.0199277710421497,-8.71421943830667e-12,4
9146,346,2012,10,16,9,23,1.92,5.88,4.89,21.1,350,-2.8618677819257496,-2.52772130623119e-11,4
9147,355,2012,10,16,9,53,2.12,5.88,5.1,21.1,346,-2.70380779280935,1.6367454227150302e-11,4
9148,352,2012,10,16,10,23,2.16,6.25,5.17,21.1,355,-2.5457478036929597,-1.95539396854915e-13,4
9149,348,2012,10,16,10,53,2.03,6.25,5.17,21.1,352,-2.38768781457656,-1.6758533020860098e-11,4
9150,349,2012,10,16,11,23,2.02,6.25,5.19,21.2,348,-2.22962782546016,-3.3321526644865304e-11,4
9151,352,2012,10,16,11,53,1.88,6.67,5.07,21.2,349,-2.07156783634376,8.32314064459684e-12,4
9152,349,2012,10,16,12,23,2.1,6.25,5.27,21.2,352,-1.91350784722737,-8.239852979408379e-12,4
9153,356,2012,10,16,12,53,2.21,6.67,5.33,21.2,349,-1.75544785811097,-2.4802846603413603e-11,4
9154,359,2012,10,16,13,23,2.22,6.67,5.31,21.2,356,-1.59738786899457,-4.136584022741879e-11,4
9156,353,2012,10,16,14,23,2.16,6.25,5.33,21.2,0,-1.28126789076178,-1.62841665619619e-11,4
9157,353,2012,10,16,14,53,1.99,5.88,5.16,21.4,353,-1.1232079016453798,-3.28471601859671e-11,4
9159,359,2012,10,16,15,53,1.92,6.67,5.28,21.4,3,-0.807087923412588,-7.7654865205101e-12,4
9392,352,2012,10,21,12,23,1.42,4.55,4.39,21.0,68,6.2185671530126,-2.5237380624877103e-11,4
9393,350,2012,10,21,12,53,1.43,4.76,4.46,21.0,352,6.376627142129,-4.180037424888229e-11,4
9394,348,2012,10,21,13,23,1.43,5.0,4.61,20.8,350,6.534687131245401,-1.5570695942014802e-13,4
9822,241,2012,10,30,11,23,2.08,4.35,4.9,18.1,72,14.579717697672699,-4.5990007504097396e-11,4
9823,241,2012,10,30,11,53,1.97,4.35,4.92,18.1,241,14.7377776867891,-4.3453402146351804e-12,4
10113,359,2012,11,5,12,53,1.49,5.26,4.37,16.9,7,5.831431619476089,-4.91928776712038e-12,4
10135,357,2012,11,5,23,53,1.41,5.88,4.49,16.9,3,9.30875138003682,-2.0059182014430698e-11,4
10508,353,2012,11,13,18,23,1.91,4.55,4.75,14.8,113,8.66048254506228,-2.8043746940832103e-11,4
10509,348,2012,11,13,18,53,2.13,5.26,4.9,14.8,353,8.81854253417867,-4.4606740564837296e-11,4
10511,352,2012,11,13,19,53,2.34,5.56,5.12,14.7,96,9.13466251241147,-1.95250668993803e-11,4
11197,356,2012,11,28,2,53,0.76,4.0,3.74,13.0,65,-1.64547450452144,2.69628460726517e-11,4
11198,352,2012,11,28,3,23,0.8,4.0,3.86,13.0,356,-1.48741451540504,-4.7807808464820996e-11,4
11199,355,2012,11,28,3,53,0.94,4.55,3.79,13.1,352,-1.32935452628864,-6.16314117535879e-12,4
11200,350,2012,11,28,4,23,1.01,4.76,4.03,13.2,355,-1.17129453717225,3.54815261141034e-11,4
11201,356,2012,11,28,4,53,1.13,4.76,3.92,13.4,350,-1.01323454805585,-3.9289128423369205e-11,4
11202,355,2012,11,28,5,23,1.24,4.76,3.92,13.5,356,-0.855174558939453,2.35553886609296e-12,4
11203,352,2012,11,28,5,53,1.32,4.55,4.02,13.5,355,-0.697114569823056,-7.241511567137971e-11,4
11204,352,2012,11,28,6,23,1.36,5.0,4.06,13.5,352,-0.539054580706659,-3.07704483819175e-11,4
11205,353,2012,11,28,6,53,1.37,5.0,4.14,13.5,352,-0.38099459159026206,1.08742189075447e-11,4
11206,343,2012,11,28,7,23,1.4,5.0,4.02,13.4,353,-0.222934602473865,-6.38964356299279e-11,4
11207,348,2012,11,28,7,53,1.47,5.56,4.12,13.4,343,-0.064874613357468,-2.22517683404657e-11,4
11208,348,2012,11,28,8,23,1.4,5.26,4.12,13.4,348,0.09318537575892899,1.93928989489965e-11,4
11209,348,2012,11,28,8,53,1.38,5.26,4.11,13.1,348,0.251245364875326,-5.537775558847621e-11,4
11210,350,2012,11,28,9,23,1.33,5.56,4.06,12.9,348,0.40930535399172296,-1.3733088299014e-11,4
11211,341,2012,11,28,9,53,1.34,4.76,4.13,13.0,350,0.5673653431081199,2.7911578990448197e-11,4
11212,348,2012,11,28,10,23,1.37,5.56,4.1,12.9,341,0.725425332224517,-4.68590755470244e-11,4
11213,355,2012,11,28,10,53,1.23,5.26,3.94,13.0,348,0.8834853213409141,-5.21440825756222e-12,4
11214,350,2012,11,28,11,23,1.32,5.26,4.21,12.8,355,1.04154531045731,3.64302590319e-11,4
11215,352,2012,11,28,11,53,1.39,5.26,4.11,13.0,350,1.1996052995737099,-3.83403955055727e-11,4
11216,349,2012,11,28,12,23,1.44,5.56,4.2,13.0,352,1.3576652886901102,3.3042717838895297e-12,4
11217,357,2012,11,28,12,53,1.45,5.56,4.36,13.1,349,1.5157252778064998,-7.146638275358309e-11,4
11218,355,2012,11,28,13,23,1.41,5.26,4.25,13.2,357,1.6737852669228999,-2.98217154641209e-11,4
11221,349,2012,11,28,14,53,1.5,5.26,4.25,13.1,2,2.1479652342720903,-2.1303035422669102e-11,4
11222,353,2012,11,28,15,23,1.53,5.26,4.25,12.9,349,2.3060252233884904,2.0341631866793e-11,4
11227,357,2012,11,28,17,53,1.7,5.26,4.64,12.8,13,3.0963251689704703,-4.2656753397656495e-12,4
11571,356,2012,12,5,21,53,1.06,4.0,4.23,12.2,86,10.31209799153,-6.24280605022832e-12,4
11572,356,2012,12,5,22,23,1.16,4.0,4.32,12.2,356,10.4701579806464,-2.28057996742335e-11,4
11575,355,2012,12,5,23,53,1.11,4.76,4.59,12.2,4,10.944337947995601,-1.42871196327818e-11,4
11578,353,2012,12,6,1,23,1.05,4.55,4.67,12.2,2,11.4185179153447,-5.76843959133004e-12,4
11856,359,2012,12,11,20,23,1.63,4.55,4.88,12.2,154,-4.24544988568751,-1.18754549008556e-11,4
11857,355,2012,12,11,20,53,1.49,4.76,4.73,12.2,359,-4.08738989657111,-2.84384485248608e-11,4
12205,307,2012,12,19,2,53,1.16,3.7,4.16,11.5,57,-8.68715845945558,-2.98017992454035e-11,4
12209,321,2012,12,19,4,53,1.21,4.0,4.2,11.5,51,-8.05491850298999,2.03615480855104e-11,4
12210,325,2012,12,19,5,23,1.21,4.17,4.3,11.5,321,-7.8968585138736,-5.4409106451962204e-11,4
12640,359,2012,12,28,4,23,1.64,5.88,4.82,11.4,6,0.46429203078649,-7.516173333118249e-11,4
12642,359,2012,12,28,5,23,1.63,5.56,4.89,11.4,9,0.7804120090192841,8.12760124774192e-12,4
12730,353,2012,12,30,1,23,1.76,5.88,5.13,11.3,149,14.6896910512622,-5.2431975741499496e-11,4
12731,353,2012,12,30,1,53,1.68,5.56,5.18,11.3,353,14.847751040378599,-1.0787308452037302e-11,4
12736,355,2012,12,30,4,23,1.78,5.26,4.67,11.2,154,15.6380509859606,-3.5394615658596e-11,4
12737,345,2012,12,30,4,53,1.75,5.0,4.67,11.1,355,15.796110975077,6.25005163086616e-12,4
12738,346,2012,12,30,5,23,1.77,5.0,4.54,11.2,345,15.954170964193402,-6.852060290660649e-11,4
12739,359,2012,12,30,5,53,1.76,5.26,4.6,11.2,346,16.1122309533098,-2.6875935617144302e-11,4
12740,353,2012,12,30,6,23,1.72,5.26,4.67,11.1,359,16.2702909424262,1.4768731672317902e-11,4
12741,359,2012,12,30,6,53,1.68,5.56,4.57,11.1,353,16.4283509315426,-6.00019228651547e-11,4
12742,348,2012,12,30,7,23,1.71,5.26,4.66,11.1,359,16.586410920659002,-1.83572555756925e-11,4
12743,345,2012,12,30,7,53,1.65,5.0,4.63,11.1,348,16.7444709097754,2.32874117137697e-11,4
12744,348,2012,12,30,8,23,1.71,5.26,4.63,11.1,345,16.9025308988918,-5.1483242823703e-11,4
12745,336,2012,12,30,8,53,1.82,5.0,4.76,11.1,348,17.0605908880082,-9.838575534240768e-12,4
12755,357,2012,12,30,13,53,2.46,6.67,5.44,11.0,6,18.641190779172103,-5.90531899473581e-11,4
12987,350,2013,1,4,9,53,0.89,3.57,3.94,10.9,73,11.685298466331101,7.50621522375955e-11,1
12989,328,2013,1,4,10,53,0.94,3.33,4.11,10.9,85,12.001418444563901,4.19361649895851e-11,1
12990,348,2013,1,4,11,23,0.96,3.7,4.06,10.9,328,-2.7416827601673504,8.35808322790473e-11,1
12995,356,2013,1,4,13,53,0.85,4.0,4.39,11.0,14,-1.95138281458536,5.897352507248859e-11,1
13011,238,2013,1,4,21,53,0.8,2.94,3.68,11.0,79,0.57757701127699,2.67962707422747e-11,1
13012,237,2013,1,4,22,23,0.79,2.94,3.51,11.0,238,0.7356370003933871,6.84409380317369e-11,1
13021,332,2013,1,5,2,53,0.71,3.57,3.38,11.0,83,2.1581769024409603,-2.2418343670842603e-11,1
13022,342,2013,1,5,3,23,0.75,3.85,3.4,11.0,332,2.31623689155736,1.92263236186196e-11,1
13023,343,2013,1,5,3,53,0.73,4.0,3.56,11.1,342,2.47429688067375,6.08709909080817e-11,1
13024,350,2013,1,5,4,23,0.73,4.17,3.48,11.1,343,2.63235686979015,-1.3899663629390902e-11,1
13025,336,2013,1,5,4,53,0.69,3.85,3.41,11.1,350,2.79041685890655,2.7745003660071303e-11,1
13026,332,2013,1,5,5,23,0.69,3.7,3.32,11.1,336,2.94847684802294,6.93896709495335e-11,1
13027,324,2013,1,5,5,53,0.76,3.7,3.33,11.1,332,3.1065368371393403,-5.38098358793913e-12,1
13028,339,2013,1,5,6,23,0.88,4.0,3.44,11.1,324,3.2645968262557403,3.62636837015231e-11,1
13029,335,2013,1,5,6,53,0.94,3.7,3.63,11.1,339,3.4226568153721404,7.79083509909853e-11,1
13030,341,2013,1,5,7,23,0.97,4.35,3.7,11.1,335,3.5807168044885294,3.13769645351262e-12,1
13031,334,2013,1,5,7,53,1.0,4.35,3.73,11.1,341,3.73877679360493,4.4782363742974796e-11,1
13032,350,2013,1,5,8,23,1.0,4.76,3.78,11.1,334,3.89683678272133,8.6427031032437e-11,1
13033,345,2013,1,5,8,53,1.03,4.76,3.81,11.1,350,4.05489677183772,1.16563764949644e-11,1
13034,335,2013,1,5,9,23,1.07,4.17,3.86,11.1,345,4.21295676095412,5.330104378442661e-11,1
13035,334,2013,1,5,9,53,1.01,4.35,3.78,11.1,335,4.37101675007052,-2.14696107530461e-11,1
13036,341,2013,1,5,10,23,1.01,4.35,3.74,11.1,334,4.5290767391869196,2.01750565364161e-11,1
13037,345,2013,1,5,10,53,0.9,4.55,3.68,11.2,341,4.68713672830331,6.18197238258783e-11,1
13038,339,2013,1,5,11,23,0.87,4.35,3.71,11.1,345,4.84519671741971,-1.2950930711594302e-11,1
13039,345,2013,1,5,11,53,0.95,4.55,3.69,11.1,339,5.003256706536111,2.8693736577867896e-11,1
13041,345,2013,1,5,12,53,0.9,4.17,3.73,11.1,4,5.3193766847689,-4.43225067014256e-12,1
13044,352,2013,1,5,14,23,0.9,4.55,3.95,11.1,6,5.793556652118091,4.0864293713092e-12,1
13048,353,2013,1,5,16,23,0.75,4.55,3.98,11.2,4,6.4257966085836795,5.4249776702223103e-11,1
13051,359,2013,1,5,17,53,0.78,4.55,3.96,11.4,2,6.89997657593287,6.27684567436749e-11,1
13101,225,2013,1,6,18,53,0.49,2.08,3.28,12.2,49,-0.098185162094936,4.9526028331957704e-11,1
13102,218,2013,1,6,19,23,0.52,2.13,3.14,12.2,225,0.059874827021461,-2.5244626205515e-11,1
13105,220,2013,1,6,20,53,0.59,2.5,3.15,12.4,207,0.5340547943706521,-1.67259461640632e-11,1
13107,228,2013,1,6,21,53,0.57,2.5,3.04,12.4,213,0.850174772603446,6.656338841486121e-11,1
13119,304,2013,1,7,3,53,0.44,2.17,2.85,10.4,103,2.7468946420002096,-1.57772132462666e-11,1
13120,308,2013,1,7,4,23,0.5,2.38,2.91,10.6,304,2.9049546311166097,2.5867454043195602e-11,1
13121,324,2013,1,7,4,53,0.59,2.86,2.91,10.7,308,3.063014620233,6.75121213326577e-11,1
13122,331,2013,1,7,5,23,0.61,3.03,2.94,10.9,324,3.2210746093493996,-7.258533204814889e-12,1
13123,332,2013,1,7,5,53,0.64,3.23,3.04,11.1,331,3.3791345984657997,3.43861340846473e-11,1
13124,334,2013,1,7,6,23,0.68,3.12,3.04,11.2,332,3.53719458758219,7.603080137410949e-11,1
13125,336,2013,1,7,6,53,0.7,3.57,3.04,11.1,334,3.69525457669859,1.2601468366368702e-12,1
13126,341,2013,1,7,7,23,0.74,3.7,3.12,11.1,336,3.8533145658149905,4.29048141260991e-11,1
13127,334,2013,1,7,7,53,0.77,3.7,3.17,11.1,341,4.011374554931391,8.45494814155612e-11,1
13128,334,2013,1,7,8,23,0.71,3.57,3.23,11.2,334,4.16943454404778,9.77882687808862e-12,1
13129,338,2013,1,7,8,53,0.7,3.7,3.21,11.3,334,4.32749453316418,5.14234941675508e-11,1
13130,339,2013,1,7,9,23,0.7,3.45,3.17,11.4,338,4.48555452228058,-2.33471603699218e-11,1
13131,341,2013,1,7,9,53,0.67,3.57,3.07,11.4,339,4.64361451139697,1.8297506919540397e-11,1
13132,336,2013,1,7,10,23,0.67,3.45,3.14,11.5,341,4.80167450051337,5.99421742090026e-11,1
13133,346,2013,1,7,10,53,0.71,3.7,3.15,11.5,336,4.95973448962977,-1.48284803284701e-11,1
13134,353,2013,1,7,11,23,0.77,3.57,3.15,11.6,346,5.11779447874616,2.68161869609921e-11,1
13135,350,2013,1,7,11,53,0.85,3.7,3.17,11.6,353,5.275854467862559,6.846085425045429e-11,1
13136,353,2013,1,7,12,23,1.0,3.7,3.26,11.8,350,5.43391445697896,-6.30980028701832e-12,1
13138,359,2013,1,7,13,23,1.34,4.35,3.73,12.2,3,5.7500344352117505,7.69795342919061e-11,1
13843,310,2013,1,22,5,53,1.12,3.7,3.61,9.7,26,-2.02696278850961,-1.66064488517589e-11,1
13844,315,2013,1,22,6,23,1.24,4.35,3.84,9.7,310,-1.86890279939321,2.50382184377033e-11,1
13845,321,2013,1,22,6,53,1.21,4.35,3.8,9.7,315,-1.71084281027682,6.66828857271655e-11,1
13846,317,2013,1,22,7,23,1.14,4.17,3.81,9.6,321,-1.55278282116042,-8.08776881030715e-12,1
13847,324,2013,1,22,7,53,1.2,4.17,3.84,9.6,317,-1.39472283204402,3.3556898479155005e-11,1
13848,325,2013,1,22,8,23,1.05,4.17,3.75,9.6,324,-1.23666284292762,7.520156576861721e-11,1
13849,332,2013,1,22,8,53,1.08,4.35,3.81,9.6,325,-1.07860285381123,4.3091123114459706e-13,1
13850,338,2013,1,22,9,23,1.05,4.55,3.82,9.6,332,-0.9205428646948309,4.2075578520606796e-11,1
13851,341,2013,1,22,9,53,1.05,4.17,3.84,9.5,338,-0.762482875578434,-3.26950760168658e-11,1
13852,352,2013,1,22,10,23,1.14,4.35,3.94,9.6,341,-0.604422886462037,8.94959127259635e-12,1
13901,350,2013,1,23,10,53,1.25,4.76,4.24,9.2,14,7.14051658024142,7.047781739835179e-11,1
13949,234,2013,1,24,10,53,1.11,3.57,3.56,8.9,211,-0.173765136019184,-2.60539455922898e-11,1
13951,267,2013,1,24,11,53,1.07,3.12,3.56,8.8,182,0.14235484221360997,5.7235388986634495e-11,1
13952,289,2013,1,24,12,23,1.19,3.12,3.38,8.8,267,0.300414831330007,-1.75352655508381e-11,1
13953,301,2013,1,24,12,53,1.21,3.57,3.57,8.2,289,0.458474820446404,2.41094017386241e-11,1
13954,314,2013,1,24,13,23,1.29,4.0,3.76,8.2,301,0.616534809562801,6.575406902808629e-11,1
13955,324,2013,1,24,13,53,1.4,4.35,3.7,8.4,314,0.774594798679198,-9.01658550938634e-12,1
13956,329,2013,1,24,14,23,1.86,4.76,4.14,8.5,324,0.932654787795595,3.26280817800758e-11,1
13957,339,2013,1,24,14,53,2.09,5.56,4.49,8.6,329,1.09071477691199,7.427274906953801e-11,1
13958,343,2013,1,24,15,23,2.26,5.56,4.79,8.8,339,1.2487747660283899,-4.979054679345901e-13,1
13959,348,2013,1,24,15,53,2.78,5.88,5.14,8.9,343,1.4068347551447902,4.11467618215276e-11,1
13960,348,2013,1,24,16,23,2.72,6.67,5.18,9.1,348,1.5648947442611798,-3.3623892715945e-11,1
13961,343,2013,1,24,16,53,2.73,6.25,5.2,9.1,348,1.72295473337758,8.02077457351716e-12,1
13962,346,2013,1,24,17,23,3.1,6.25,5.45,9.0,343,1.88101472249398,4.96654418629794e-11,1
13963,356,2013,1,24,17,53,3.32,7.14,5.83,9.0,346,2.03907471161037,-2.51052126744933e-11,1
13965,359,2013,1,24,18,53,3.58,7.69,6.22,8.9,3,2.35519468984317,5.8184121904431094e-11,1
13966,353,2013,1,24,19,23,3.06,7.14,5.72,8.9,359,2.5132546789595698,-1.65865326330415e-11,1
13974,355,2013,1,24,23,23,2.87,7.14,5.73,8.9,10,3.7777345918907406,-3.26751597981485e-11,1
