,Dp,YEAR,MO,DY,HR,MN,Hs,Tp,Ta,Temp,lag,time_sin,time_sin_no_year,season
263,357,2018,1,6,6,21,1.63,5.88,4.69,6.5,352,-6.300849691245589,7.66539957505724e-11,1
264,350,2018,1,6,6,51,1.61,5.88,4.71,6.6,357,-6.14278970212919,1.8833412130998e-12,1
265,357,2018,1,6,7,21,1.7,6.25,4.75,6.6,350,-5.98472971301279,4.3528008502562e-11,1
266,352,2018,1,6,7,51,1.71,6.25,4.94,6.6,357,-5.826669723896401,8.51726757920242e-11,1
268,355,2018,1,6,8,51,1.77,5.88,5.14,6.4,0,-5.5105497456636,5.20466885440137e-11,1
270,359,2018,1,6,9,51,1.81,6.25,5.04,6.4,30,-5.19442976743081,1.89207012960033e-11,1
273,350,2018,1,6,11,21,1.79,6.25,5.06,6.3,9,-4.72024980008162,2.7439381337455103e-11,1
274,357,2018,1,6,11,51,1.81,6.67,5.16,6.3,350,-4.5621898109652195,6.90840486269173e-11,1
275,359,2018,1,6,12,21,1.79,6.67,5.26,6.3,357,-4.40412982184882,-5.686605910555379e-12,1
281,356,2018,1,6,15,21,1.89,6.25,5.4,6.4,12,-3.4557698871504403,1.1350754172348101e-11,1
626,353,2018,1,13,19,51,2.29,5.26,5.4,13.9,127,-8.5297184173841,5.96763843238211e-11,1
628,348,2018,1,13,20,51,2.65,5.88,5.63,13.8,124,-8.21359843915131,2.6550397075810603e-11,1
629,353,2018,1,13,21,21,2.7,5.88,5.73,13.6,348,-8.055538450034911,6.819506436527279e-11,1
630,348,2018,1,13,21,51,2.74,6.25,5.79,13.4,353,-7.89747846091851,-6.5755901721998e-12,1
631,356,2018,1,13,22,21,2.86,6.25,5.76,13.0,348,-7.739418471802111,3.5069077117262395e-11,1
642,359,2018,1,14,3,51,2.67,6.67,5.6,13.5,3,-6.000758591521749,2.7499129993607197e-11,1
1570,346,2018,2,2,11,51,1.54,4.76,4.49,6.2,139,-3.4717987656593996,-4.67812433660666e-12,1
1571,345,2018,2,2,12,21,1.63,5.0,4.57,6.4,346,-3.3137387765429995,3.6966542952855504e-11,1
1572,348,2018,2,2,12,51,1.7,5.56,4.76,6.4,345,-3.1556787874266,7.86112102423177e-11,1
1573,345,2018,2,2,13,21,1.66,5.26,4.78,6.4,348,-2.9976187983102,3.84055570484509e-12,1
1574,356,2018,2,2,13,51,1.63,5.88,4.89,6.5,345,-2.8395588091938104,4.5485222994307296e-11,1
1575,349,2018,2,2,14,21,1.58,5.88,5.0,6.7,356,-2.68149882007741,-2.92854315431653e-11,1
1576,359,2018,2,2,14,51,1.52,5.88,5.0,6.6,349,-2.52343883096101,1.2359235746296801e-11,1
1579,359,2018,2,2,16,21,1.3,5.88,4.97,6.5,4,-2.04925886361182,2.08779157877486e-11,1
2066,359,2018,2,12,19,51,1.56,4.35,4.7,7.7,152,0.4201498668352371,4.55648878691768e-11,1
2908,297,2018,3,2,8,51,2.17,4.55,4.96,9.0,152,-2.78457213239904,-1.59434220378612e-11,1
2909,305,2018,3,2,9,21,1.92,4.76,4.79,8.9,297,-2.6265121432826404,2.5701245251601e-11,1
2910,312,2018,3,2,9,51,2.04,5.0,4.89,8.8,305,-2.46845215416625,6.73459125410632e-11,1
2911,305,2018,3,2,10,21,2.13,4.76,4.9,8.8,312,-2.31039216504985,-7.42474199640945e-12,1
2912,319,2018,3,2,10,51,2.01,5.56,4.74,8.7,305,-2.15233217593345,3.4219925293052696e-11,1
2913,318,2018,3,2,11,21,2.22,5.26,4.87,8.6,319,-1.99427218681706,7.58645925825149e-11,1
2914,329,2018,3,2,11,51,2.11,5.88,4.81,8.6,318,-1.83621219770066,1.0939380450423e-12,1
2915,317,2018,3,2,12,21,2.26,5.56,4.79,8.6,329,-1.67815220858426,4.27386053345045e-11,1
2916,312,2018,3,2,12,51,2.35,5.56,4.98,8.6,317,-1.52009221946786,-3.20320492029681e-11,1
2917,318,2018,3,2,13,21,2.35,5.56,4.92,8.6,312,-1.36203223035147,9.61261808649405e-12,1
2918,319,2018,3,2,13,51,2.35,5.88,4.85,8.6,318,-1.2039722412350702,5.12572853759562e-11,1
2919,332,2018,3,2,14,21,2.44,6.25,4.96,8.6,319,-1.0459122521186701,-2.35133691615164e-11,1
2920,332,2018,3,2,14,51,2.49,6.25,5.03,8.6,332,-0.887852263002277,1.8131298127945802e-11,1
2921,334,2018,3,2,15,21,2.34,5.88,5.0,8.5,332,-0.72979227388588,5.9775965417408e-11,1
2922,321,2018,3,2,15,51,2.49,5.26,4.99,8.6,334,-0.5717322847694829,-1.49946891200646e-11,1
2923,329,2018,3,2,16,21,2.38,5.88,5.02,8.5,321,-0.413672295653086,2.6649978169397604e-11,1
2924,331,2018,3,2,16,51,2.44,5.56,5.07,8.6,329,-0.255612306536689,6.82946454588598e-11,1
2925,338,2018,3,2,17,21,2.46,6.25,5.16,8.6,331,-0.097552317420292,-6.47600907861288e-12,1
2926,357,2018,3,2,17,51,2.57,7.14,5.18,8.6,338,0.06050767169610599,3.51686582108493e-11,1
2927,343,2018,3,2,18,21,2.51,6.67,5.1,8.6,357,0.21856766081250198,7.68133255003115e-11,1
2928,339,2018,3,2,18,51,2.61,5.88,5.17,8.6,343,0.37662764992889897,2.04267096283887e-12,1
2929,342,2018,3,2,19,21,2.83,6.25,5.46,8.6,339,0.534687639045296,4.36873382523011e-11,1
2931,342,2018,3,2,20,21,2.98,6.25,5.65,8.6,6,0.8508076172780911,1.05613510042906e-11,1
2933,352,2018,3,2,21,21,2.96,7.14,5.89,8.6,3,1.16692759551088,-2.25646362437198e-11,1
2935,359,2018,3,2,22,21,3.18,7.69,6.0,8.5,0,1.48304757374368,6.07246983352046e-11,1
2939,352,2018,3,3,0,21,3.21,7.69,5.94,8.3,10,2.11528753020927,-5.5272761608163095e-12,1
2940,345,2018,3,3,0,51,3.33,7.14,6.15,8.2,352,2.27334751932566,3.61173911286459e-11,1
3519,342,2018,3,15,2,21,1.49,5.26,4.72,6.5,66,-10.518047139214099,-7.799527361720821e-12,1
3520,341,2018,3,15,2,51,1.3,5.26,4.44,6.5,342,-10.3599871500977,3.3845139927741396e-11,1
3523,341,2018,3,15,4,21,1.45,5.26,4.48,6.4,66,-9.885807182748481,4.2363819969193104e-11,1
3524,339,2018,3,15,4,51,1.52,5.56,4.51,6.4,341,-9.72774719363208,2.5800826345187897e-11,1
3526,325,2018,3,15,5,51,1.48,4.55,4.47,6.4,69,-9.411627215399289,-7.32516090282253e-12,1
3527,336,2018,3,15,6,21,1.54,5.26,4.58,6.4,325,-9.253567226282891,3.43195063866397e-11,1
3528,329,2018,3,15,6,51,1.48,5.0,4.61,6.3,336,-9.09550723716649,1.77565127626344e-11,1
3529,335,2018,3,15,7,21,1.5,5.56,4.62,6.4,329,-8.9374472480501,1.19351913862922e-12,1
3530,332,2018,3,15,7,51,1.5,5.56,4.63,6.4,335,-8.779387258933701,4.2838186428091394e-11,1
3531,334,2018,3,15,8,21,1.5,5.26,4.63,6.4,332,-8.6213272698173,2.6275192804086197e-11,1
3532,331,2018,3,15,8,51,1.55,5.0,4.64,6.3,334,-8.4632672807009,9.71219918008097e-12,1
3533,336,2018,3,15,9,21,1.5,5.88,4.71,6.3,331,-8.305207291584509,-6.850794443924251e-12,1
3534,322,2018,3,15,9,51,1.37,4.55,4.48,6.2,336,-8.14714730246811,3.47938728455379e-11,1
3535,339,2018,3,15,10,21,1.26,5.56,4.51,6.2,322,-7.9890873133517095,1.8230879221532702e-11,1
3537,341,2018,3,15,11,21,1.18,5.56,4.55,6.2,13,-7.67296733511892,4.33125528869897e-11,1
3538,343,2018,3,15,11,51,1.21,5.56,4.49,6.2,341,-7.514907346002519,2.6749559262984503e-11,1
3539,342,2018,3,15,12,21,1.15,5.88,4.38,6.2,343,-7.35684735688613,1.01865656389793e-11,1
3540,341,2018,3,15,12,51,1.14,5.26,4.24,6.1,342,-7.1987873677697305,-6.37642798502596e-12,1
3542,353,2018,3,15,13,51,1.03,5.88,4.36,6.1,23,-6.8826673895369295,1.8705245680431e-11,1
3544,353,2018,3,15,14,51,1.0,5.56,4.34,6.1,45,-6.56654741130414,4.3786919345888e-11,1
3549,214,2018,3,15,17,21,1.09,3.57,3.74,6.3,211,-5.77624746572216,1.9179612139329298e-11,1
3801,338,2018,3,20,23,21,2.19,5.56,4.83,8.8,31,4.252547403914581,3.62568046596676e-11,1
3802,357,2018,3,20,23,51,2.41,6.25,5.03,9.6,338,-10.490553800816699,1.96938110356623e-11,1
3803,345,2018,3,21,0,21,2.27,5.56,5.06,9.4,357,-10.332493811700301,3.13081741165713e-12,1
3805,359,2018,3,21,1,21,2.37,6.25,5.37,8.7,35,-10.016373833467501,2.82124910771141e-11,1
4293,359,2018,3,31,5,21,1.25,4.35,4.51,8.7,7,-7.38890511390404,3.6336469534537106e-11,1
4296,359,2018,3,31,6,51,1.18,4.35,4.32,8.6,0,-6.91472514655484,-1.3352511337478599e-11,1
4298,356,2018,3,31,7,51,1.07,4.55,4.31,8.7,0,-6.59860516832205,1.1729162327978401e-11,1
4303,356,2018,3,31,10,21,1.19,4.76,4.16,8.4,3,-5.80830522274006,-1.28781448785803e-11,1
4311,359,2018,3,31,14,21,1.19,4.55,4.35,8.6,12,-4.54382530980889,2.92408888697802e-11,1
4416,359,2018,4,2,18,51,0.9,3.12,3.41,11.8,107,2.01221421788764,7.81473334448783e-12,2
5246,359,2018,4,20,1,51,1.54,5.0,4.75,11.1,17,-0.908445560131758,-2.46199900153538e-12,2
5250,355,2018,4,20,3,51,2.18,5.56,4.9,11.1,0,-0.27620560366617,-1.0506312584088801e-11,2
5253,353,2018,4,20,5,21,2.59,6.25,5.36,11.1,2,0.19797436368302104,-1.9876325426371e-12,2
5254,357,2018,4,20,5,51,2.59,7.14,5.35,11.1,353,0.356034352799418,3.9657034746825104e-11,2
5258,356,2018,4,20,7,51,2.31,6.67,5.16,11.0,3,0.988274309265006,3.16127211642716e-11,2
5693,353,2018,4,29,9,21,1.06,3.23,3.61,13.8,111,-4.76143639434058,1.53566175352264e-11,2
5694,357,2018,4,29,9,51,1.17,3.57,3.79,13.5,353,-4.6033764052241795,-1.2063760887788201e-12,2
5695,356,2018,4,29,10,21,1.3,3.85,3.94,13.7,357,-4.44531641610778,1.13344607439497e-11,2
5696,356,2018,4,29,10,51,1.38,4.55,3.98,14.1,356,-4.28725642699139,-5.22853288005556e-12,2
5697,357,2018,4,29,11,21,1.42,4.55,4.07,14.2,356,-4.12919643787499,7.31230395267293e-12,2
5698,355,2018,4,29,11,51,1.5,5.0,4.24,14.0,357,-3.97113644875859,1.9853140785401398e-11,2
5700,359,2018,4,29,12,51,1.57,5.26,4.34,13.4,4,-3.6550164705258,1.58309839941247e-11,2
5701,348,2018,4,29,13,21,1.73,5.88,4.48,13.2,359,-3.4969564814094003,-7.320096298805391e-13,2
5702,348,2018,4,29,13,51,2.06,5.56,4.79,12.9,348,-3.3388964922930096,1.18088272028479e-11,2
5703,353,2018,4,29,14,21,1.95,5.56,4.69,12.6,348,-3.18083650317661,-4.7541664211572695e-12,2
5704,355,2018,4,29,14,51,1.78,5.88,4.6,12.5,353,-3.02277651406021,7.78667041157121e-12,2
5705,356,2018,4,29,15,21,1.76,5.56,4.52,12.3,355,-2.8647165249438102,2.0327507244299698e-11,2
5706,355,2018,4,29,15,51,1.67,5.88,4.39,12.2,356,-2.70665653582742,3.76451362029448e-12,2
5707,356,2018,4,29,16,21,1.69,5.56,4.48,12.0,355,-2.54859654671102,1.6305350453023002e-11,2
5711,359,2018,4,29,18,21,1.49,5.56,4.35,11.9,7,-1.9163565902454298,8.2610368704695e-12,2
5747,357,2018,4,30,12,21,0.8,4.76,4.88,11.5,96,3.77380301794486,-5.930124459044289e-12,2
5750,355,2018,4,30,13,51,0.86,5.0,5.0,11.9,0,4.24798298529405,2.58855558240746e-12,2
5751,356,2018,4,30,14,21,0.93,5.26,5.2,12.0,355,-10.495118219437199,1.51293924151359e-11,2
5752,342,2018,4,30,14,51,0.84,4.76,5.14,12.1,356,-10.337058230320801,-1.4336012088692799e-12,2
5753,357,2018,4,30,15,21,0.82,5.0,5.13,12.2,342,-10.1789982412044,1.1107235623859199e-11,2
7784,359,2018,6,11,22,51,1.68,6.67,4.68,23.1,9,0.323976595781509,7.59927772891553e-12,2
8187,348,2018,6,20,8,21,0.78,3.85,3.55,25.6,110,-10.483653759548801,-2.50997815316938e-12,2
8188,348,2018,6,20,8,51,0.77,3.85,3.57,25.5,348,-10.3255937704324,1.00308586795591e-11,2
8189,345,2018,6,20,9,21,0.85,3.85,3.56,25.5,348,-10.167533781316001,8.01978028392074e-12,2
8190,355,2018,6,20,9,51,0.78,3.57,3.66,25.2,345,-10.0094737921996,6.00870188828237e-12,2
11264,348,2018,8,23,10,51,1.14,4.17,4.17,24.8,159,1.4372965608641899,-1.4130145001017903e-11,3
11265,356,2018,8,23,11,21,1.19,4.17,4.11,24.8,348,1.59535654998059,-1.58930816828942e-12,3
11266,349,2018,8,23,11,51,1.31,4.55,4.2,24.8,356,1.75341653909698,-1.8152301792294603e-11,3
11267,357,2018,8,23,12,21,1.35,4.55,4.19,24.8,349,1.9114765282133799,-5.61146495956616e-12,3
11268,352,2018,8,23,12,51,1.31,4.76,4.16,24.9,357,2.06953651732978,6.92937187316233e-12,3
11269,349,2018,8,23,13,21,1.32,5.0,4.27,24.8,352,2.22759650644617,-9.63362175084289e-12,3
11270,342,2018,8,23,13,51,1.32,4.76,4.16,24.9,349,2.3856564955625696,2.9072150818856e-12,3
11271,348,2018,8,23,14,21,1.28,5.0,4.14,25.0,342,2.54371648467897,-1.36557785421196e-11,3
11272,345,2018,8,23,14,51,1.25,4.76,4.07,25.2,348,2.70177647379537,-1.1149417093911399e-12,3
11273,345,2018,8,23,15,21,1.17,5.0,4.06,25.2,345,2.8598364629117596,-1.7677935333396397e-11,3
11274,348,2018,8,23,15,51,1.24,5.0,4.12,25.1,345,3.01789645202816,-5.137098500667871e-12,3
11275,357,2018,8,23,16,21,1.24,5.26,4.18,25.5,348,3.1759564411445598,7.40373833206061e-12,3
11276,346,2018,8,23,16,51,1.23,5.0,4.13,25.7,357,3.3340164302609505,-9.159255291944599e-12,3
11277,357,2018,8,23,17,21,1.24,5.26,4.16,26.0,346,3.49207641937735,3.3815815407838795e-12,3
11278,352,2018,8,23,17,51,1.31,5.0,4.33,26.1,357,3.65013640849375,-1.31814120832213e-11,3
11279,345,2018,8,23,18,21,1.32,5.26,4.44,26.3,352,3.80819639761014,-6.405752504928521e-13,3
11280,359,2018,8,23,18,51,1.4,5.56,4.6,26.5,345,3.96625638672654,-1.7203568874498097e-11,3
11281,357,2018,8,23,19,21,1.33,5.56,4.53,26.5,359,4.12431637584294,-4.6627320417695895e-12,3
11282,356,2018,8,23,19,51,1.36,5.26,4.56,26.5,357,4.28237636495934,-2.1225725665774803e-11,3
11285,359,2018,8,23,21,21,1.27,5.56,4.57,26.6,2,-10.144604861539099,-1.2707045624323098e-11,3
11291,359,2018,8,24,0,21,1.12,5.26,4.27,26.5,19,-9.19624492684075,4.3303144585804504e-12,3
11296,355,2018,8,24,2,51,1.05,5.0,4.14,26.2,0,-8.40594498125876,-2.02769927479782e-11,3
11538,217,2018,8,29,8,19,0.62,2.94,3.39,25.6,125,-5.499622657141759,4.7661161523877e-12,3
11539,242,2018,8,29,8,49,0.65,2.7,3.57,25.6,217,-5.34156266802536,-1.17968774716175e-11,3
11584,228,2018,8,30,7,19,0.82,3.03,3.5,24.8,147,1.7711368422125,-4.3199867677605196e-13,3
11595,234,2018,8,30,12,49,0.77,2.78,3.61,25.4,163,3.50979672249287,-8.00194580043123e-12,3
11596,217,2018,8,30,13,19,0.76,2.86,3.62,25.5,234,3.66785671160927,4.53889103229725e-12,3
12541,322,2018,9,19,7,19,1.03,3.7,3.94,25.9,165,-5.5431448740480995,-9.65227029721654e-12,3
12542,329,2018,9,19,7,49,1.11,3.85,3.95,25.9,322,-5.3850848849317,2.8885665355119398e-12,3
12543,328,2018,9,19,8,19,1.17,4.35,3.99,25.9,329,-5.227024895815299,-1.3674427088493302e-11,3
12544,338,2018,9,19,8,49,1.21,4.55,4.1,25.9,328,-5.06896490669891,-1.13359025576479e-12,3
12545,335,2018,9,19,9,19,1.2,4.76,4.14,25.9,338,-4.91090491758251,-1.7696583879770002e-11,3
12546,338,2018,9,19,9,49,1.27,5.0,4.18,25.9,335,-4.75284492846611,-5.1557470470415195e-12,3
12547,342,2018,9,19,10,19,1.29,4.55,4.06,25.8,338,-4.5947849393497195,-2.1718740671046698e-11,3
12548,341,2018,9,19,10,49,1.33,5.0,4.19,25.8,342,-4.43672495023332,-9.177903838318251e-12,3
12549,339,2018,9,19,11,19,1.3,5.0,4.12,25.7,341,-4.27866496111692,3.36293299441023e-12,3
12550,345,2018,9,19,11,49,1.36,4.55,4.17,25.7,339,-4.12060497200053,-1.3200060629595002e-11,3
12551,346,2018,9,19,12,19,1.29,5.26,4.14,25.8,345,-3.96254498288413,-6.592237968665029e-13,3
12552,346,2018,9,19,12,49,1.31,5.0,4.15,25.6,346,-3.80448499376773,-1.72222174208717e-11,3
12553,343,2018,9,19,13,19,1.21,4.76,4.01,25.5,346,-3.6464250046513302,-4.681380588143241e-12,3
12554,350,2018,9,19,13,49,1.25,5.0,4.0,25.5,343,-3.48836501553494,-2.1244374212148502e-11,3
12555,352,2018,9,19,14,19,1.19,5.0,4.07,25.5,350,-3.33030502641854,-8.703537379419969e-12,3
12556,348,2018,9,19,14,49,1.16,5.0,4.03,25.6,352,-3.17224503730214,3.8372994533085196e-12,3
12557,348,2018,9,19,15,19,1.15,5.0,3.97,25.8,348,-3.0141850481857504,-1.2725694170696699e-11,3
12558,353,2018,9,19,15,49,1.17,5.0,4.04,25.9,348,-2.8561250590693503,-1.84857337968218e-13,3
12559,359,2018,9,19,16,19,1.23,5.0,4.16,26.0,353,-2.6980650699529503,-1.6747850961973403e-11,3
12560,356,2018,9,19,16,49,1.18,5.0,4.22,26.0,359,-2.5400050808365497,-4.20701412924495e-12,3
12561,355,2018,9,19,17,19,1.16,5.26,4.15,26.2,356,-2.3819450917201603,-2.07700077532502e-11,3
13632,242,2018,10,12,3,49,4.16,5.56,6.12,23.4,152,1.4825102023770902,1.97966605515014e-12,4
13635,251,2018,10,12,5,19,3.0,5.0,5.62,23.6,155,1.95669016972628,1.0498346096601901e-11,4
13646,350,2018,10,12,10,49,1.9,6.67,5.4,23.6,144,3.6953500500066503,2.92839897294671e-12,4
13647,345,2018,10,12,11,19,1.82,6.25,5.04,23.5,350,3.85341003912305,-1.3634594651058499e-11,4
13899,332,2018,10,17,18,19,0.87,3.57,4.16,23.0,104,-0.7028363068550829,-2.96833893787307e-11,4
13911,352,2018,10,18,0,19,0.89,5.0,3.88,22.8,94,1.19388356254168,4.39133078707634e-12,4
13913,332,2018,10,18,1,19,0.9,4.55,3.83,22.8,97,1.51000354077447,-2.8734656460934102e-11,4
13914,341,2018,10,18,1,49,1.05,4.55,3.91,22.7,332,1.6680635298908701,1.29100108285281e-11,4
13915,329,2018,10,18,2,19,1.03,4.55,3.95,22.6,341,1.82612351900727,-3.6529827954771295e-12,4
13916,336,2018,10,18,2,49,0.98,4.55,3.98,22.6,329,1.9841835081236698,-2.02159764194823e-11,4
13917,331,2018,10,18,3,19,0.9,4.35,3.97,22.6,336,2.14224349724006,-3.67789700434876e-11,4
13918,341,2018,10,18,3,49,0.84,4.35,4.02,22.6,331,2.30030348635646,4.86569724597462e-12,4
13919,338,2018,10,18,4,19,0.82,4.55,4.19,22.6,341,2.4583634754728596,-1.16972963780306e-11,4
13920,346,2018,10,18,4,49,0.82,4.55,4.12,22.5,338,2.61642346458925,-2.8260290002035805e-11,4
13921,348,2018,10,18,5,19,0.75,4.76,4.1,22.5,346,2.77448345370565,1.3384377287426402e-11,4
13922,350,2018,10,18,5,49,0.77,4.76,3.86,22.5,348,2.93254344282205,-3.17861633657885e-12,4
13924,348,2018,10,18,6,49,0.92,4.35,3.77,22.5,93,3.24866342105484,-3.63046035845893e-11,4
13925,338,2018,10,18,7,19,0.95,4.35,3.89,22.5,348,3.40672341017124,5.3400637048729096e-12,4
13926,348,2018,10,18,7,49,1.08,4.76,3.85,22.5,338,3.5647833992876397,-1.12229299191323e-11,4
13927,345,2018,10,18,8,19,1.22,4.76,4.01,22.5,348,3.7228433884040295,-2.77859235431375e-11,4
13928,348,2018,10,18,8,49,1.25,5.0,4.07,22.5,345,3.88090337752043,1.3858743746324699e-11,4
13929,357,2018,10,18,9,19,1.43,5.0,4.15,22.6,348,4.03896336663683,-2.7042498776805602e-12,4
13930,356,2018,10,18,9,49,1.5,5.26,4.32,22.5,357,4.19702335575322,-1.92672435016858e-11,4
14067,331,2018,10,21,6,19,1.33,3.85,4.02,21.9,152,-3.9510805229957002,-1.82985943651718e-11,4
14068,329,2018,10,21,6,49,1.56,4.55,4.22,21.9,331,-3.7930205338792997,-3.4861587989177e-11,4
14069,334,2018,10,21,7,19,1.66,5.0,4.32,21.9,329,-3.63496054476291,6.783079300285151e-12,4
14070,334,2018,10,21,7,49,1.73,5.26,4.43,21.9,334,-3.4769005556465093,-9.77991432372007e-12,4
14071,331,2018,10,21,8,19,1.79,5.26,4.43,21.9,334,-3.3188405665301097,-2.63429079477253e-11,4
14072,328,2018,10,21,8,49,1.76,5.0,4.37,22.0,331,-3.1607805774137097,-4.29059015717305e-11,4
14073,336,2018,10,21,9,19,1.93,5.26,4.49,22.0,328,-3.00272058829732,-1.26123428226832e-12,4
14074,339,2018,10,21,9,49,2.24,5.56,4.86,22.0,336,-2.84466059918092,-1.78242279062735e-11,4
14075,352,2018,10,21,10,19,2.38,5.88,4.92,22.0,339,-2.68660061006452,-3.43872215302788e-11,4
14076,346,2018,10,21,10,49,2.55,5.88,5.01,22.0,352,-2.52854062094813,7.25744575918343e-12,4
14077,352,2018,10,21,11,19,2.78,6.67,5.38,22.1,346,-2.37048063183173,-9.305547864821789e-12,4
14078,355,2018,10,21,11,49,2.77,7.14,5.4,22.3,352,-2.21242064271533,-2.5868541488827e-11,4
14079,356,2018,10,21,12,19,2.71,7.14,5.3,22.6,355,-2.0543606535989403,-4.24315351128322e-11,4
14080,348,2018,10,21,12,49,2.61,6.67,5.15,22.9,356,-1.89630066448254,-7.868678233700359e-13,4
14088,357,2018,10,21,16,49,2.7,7.14,5.35,21.9,4,-0.6318207515513621,-1.6875494988477e-11,4
14090,352,2018,10,21,17,49,2.65,7.14,5.52,22.0,0,-0.315700773318568,8.20617867698e-12,4
14097,359,2018,10,21,21,19,2.13,7.14,5.49,22.5,6,0.7907191504962109,8.68054513587829e-12,4
14098,357,2018,10,21,21,49,2.12,7.14,5.34,22.4,359,0.948779139612608,-7.88244848812693e-12,4
14182,267,2018,10,23,15,49,0.65,2.78,3.49,21.0,82,-0.6753429684577,-2.19005098134751e-12,4
14190,222,2018,10,23,19,49,0.69,3.12,3.57,21.0,97,0.5891369444734761,-1.82786781464544e-11,4
14210,284,2018,10,24,5,49,0.65,2.78,3.18,20.8,110,3.75033672680142,-2.92585145754367e-13,4
14211,277,2018,10,24,6,19,0.67,2.86,3.16,20.8,284,3.90839671591781,-1.6855578769759602e-11,4
14212,289,2018,10,24,6,49,0.69,3.12,3.15,20.8,277,4.06645670503421,-3.34185723937648e-11,4
14213,298,2018,10,24,7,19,0.79,3.33,3.23,20.8,289,4.22451669415061,8.22609489569738e-12,4
14214,304,2018,10,24,7,49,0.8,3.23,3.21,20.8,298,-10.5185845105807,-8.33689872830783e-12,4
14215,328,2018,10,24,8,19,0.78,3.45,3.23,20.9,304,-10.360524521464301,-2.4899892352313e-11,4
14216,346,2018,10,24,8,49,0.93,3.85,3.34,21.0,328,-10.202464532347902,-4.14628859763183e-11,4
14217,350,2018,10,24,9,19,1.16,4.35,3.66,20.8,346,-10.0444045432315,1.81781313143918e-13,4
14218,350,2018,10,24,9,49,1.26,4.35,3.8,20.6,350,-9.88634455411506,-1.6381212310861303e-11,4
14219,349,2018,10,24,10,19,1.3,4.76,3.82,20.4,350,-9.72828456499867,-3.29442059348665e-11,4
