,Dp,YEAR,MO,DY,HR,MN,Hs,Tp,Ta,Temp,lag,time_sin,time_sin_no_year,season
14220,346,2018,10,24,10,49,1.54,5.26,4.15,20.4,349,-9.57022457588227,8.70046135459567e-12,4
14221,348,2018,10,24,11,19,1.57,5.56,4.37,20.5,346,-9.412164586765869,-7.86253226940955e-12,4
14222,350,2018,10,24,11,49,1.61,5.56,4.39,20.4,348,-9.25410459764948,-2.44255258934148e-11,4
14223,350,2018,10,24,12,19,1.69,5.56,4.48,20.5,350,-9.096044608533079,-4.098851951742e-11,4
14224,348,2018,10,24,12,49,1.79,5.88,4.59,20.5,350,-8.93798461941668,6.56147772042204e-13,4
14225,357,2018,10,24,13,19,1.93,6.25,4.8,20.5,348,-8.77992463030028,-1.5906845851963e-11,4
14226,355,2018,10,24,13,49,1.79,5.88,4.59,20.6,357,-8.62186464118389,-3.24698394759682e-11,4
14227,357,2018,10,24,14,19,1.85,6.25,4.66,20.6,355,-8.463804652067491,9.174827813493961e-12,4
14458,248,2018,10,29,9,49,1.16,3.23,4.08,19.2,155,-1.7542695538751,-3.337873995633e-11,4
14468,294,2018,10,29,14,49,0.97,3.23,4.02,19.2,182,-0.17366966271112602,-2.438569345598e-11,4
14491,348,2018,10,30,2,19,1.04,3.85,3.9,19.1,10,3.4617100869660096,2.11907958617183e-12,4
14493,359,2018,10,30,3,19,1.35,4.76,4.13,19.1,3,3.7778300651988,-3.1006907661838604e-11,4
14496,359,2018,10,30,4,49,1.58,5.56,4.57,19.1,0,4.25201003254799,-2.24882276203869e-11,4
15036,343,2018,11,10,11,49,1.41,4.55,4.38,18.8,96,-9.52670235897593,-5.98498265253379e-12,4
15037,343,2018,11,10,12,19,1.45,4.76,4.43,18.8,343,-9.36864236985953,-2.2547976276539e-11,4
15038,352,2018,11,10,12,49,1.55,5.0,4.44,18.8,343,-9.21058238074314,-3.91109699005442e-11,4
15039,348,2018,11,10,13,19,1.69,5.0,4.7,18.8,352,-9.052522391626741,2.53369738891796e-12,4
15040,348,2018,11,10,13,49,1.61,5.0,4.62,18.8,348,-8.89446240251034,-1.4029296235087302e-11,4
15041,342,2018,11,10,14,19,1.5,5.0,4.58,18.8,348,-8.73640241339395,-3.0592289859092495e-11,4
15042,355,2018,11,10,14,49,1.6,5.26,4.69,18.8,342,-8.57834242427755,1.10523774303697e-11,4
15043,356,2018,11,10,15,19,1.54,5.26,4.67,18.7,355,-8.42028243516115,-5.51061619363551e-12,4
15044,350,2018,11,10,15,49,1.49,5.26,4.66,18.7,356,-8.26222244604476,-2.20736098176407e-11,4
15045,346,2018,11,10,16,19,1.49,5.0,4.7,18.7,350,-8.10416245692836,-3.86366034416459e-11,4
15046,355,2018,11,10,16,49,1.49,5.26,4.64,18.7,346,-7.94610246781196,3.00806384781625e-12,4
15080,357,2018,11,11,9,49,1.64,5.56,4.83,18.1,21,-2.57206283785446,-3.62647711471545e-11,4
15086,356,2018,11,11,12,49,1.5,5.88,4.91,18.1,9,-1.62370290315608,-1.9227411064251e-11,4
15211,356,2018,11,14,4,19,1.88,5.26,4.88,17.8,0,3.5487545207786804,-2.7251808428087102e-11,4
15214,359,2018,11,14,5,49,2.1,5.56,5.18,17.8,0,4.02293448812787,-1.87331283866353e-11,4
15529,359,2018,11,21,2,19,1.33,4.35,4.04,15.5,2,-3.5799738679681403,3.56209518158407e-12,4
15532,357,2018,11,21,3,49,1.51,5.0,4.28,15.5,2,-3.1057939006189503,-4.6126885690431597e-11,4
15570,325,2018,11,21,22,49,0.87,3.23,3.84,16.0,110,2.90048568580414,-3.523637335448839e-11,4
15573,348,2018,11,22,0,19,0.84,3.85,3.81,16.0,76,3.37466565315333,-2.67176933130367e-11,4
15575,325,2018,11,22,1,19,0.86,3.23,3.72,16.0,114,3.6907856313861203,-1.63601964757969e-12,4
15576,325,2018,11,22,1,49,0.84,3.12,3.8,15.9,325,3.8488456205025203,-1.8199013271584897e-11,4
15577,336,2018,11,22,2,19,0.87,3.45,3.71,15.9,325,4.00690560961892,-3.47620068955901e-11,4
15579,336,2018,11,22,3,19,0.88,3.45,3.73,15.8,73,-10.5781356059959,-9.680333230133152e-12,4
15580,346,2018,11,22,3,49,0.94,4.0,3.84,15.8,336,-10.420075616879501,-2.6243326854138395e-11,4
15581,348,2018,11,22,4,19,0.93,4.17,3.79,15.8,346,-10.2620156277632,-4.28063204781436e-11,4
15582,352,2018,11,22,4,49,0.92,4.0,3.86,15.8,348,-10.1039556386468,-1.1616531886814e-12,4
15583,353,2018,11,22,5,19,0.88,4.17,3.87,15.8,352,-9.94589564953036,-1.77246468126866e-11,4
15584,350,2018,11,22,5,49,0.87,4.0,3.82,15.8,353,-9.787835660413961,-3.42876404366918e-11,4
15585,348,2018,11,22,6,19,0.93,4.0,3.69,15.8,350,-9.62977567129756,7.35702685277035e-12,4
15586,355,2018,11,22,6,49,1.04,4.35,3.72,15.9,348,-9.47171568218117,-9.205966771234868e-12,4
15588,357,2018,11,22,7,49,1.36,4.76,4.03,15.9,0,-9.15559570394837,-4.2331954019245295e-11,4
15589,355,2018,11,22,8,19,1.43,5.0,4.23,16.0,357,-8.997535714831981,-6.872867297831179e-13,4
15593,359,2018,11,22,10,19,1.9,5.88,4.94,16.0,3,-8.36529575836639,-8.73160031233658e-12,4
15595,359,2018,11,22,11,19,2.03,6.25,5.2,15.9,0,-8.04917578013359,-4.1857587560347005e-11,4
15596,353,2018,11,22,11,49,2.11,6.25,5.29,15.9,359,-7.891115791017199,-2.12920270884833e-13,4
15597,355,2018,11,22,12,19,2.16,6.25,5.2,15.9,353,-7.733055801900799,-1.67759138948901e-11,4
15598,356,2018,11,22,12,49,1.96,6.25,5.15,16.0,355,-7.5749958127844,-3.3338907518895304e-11,4
15599,357,2018,11,22,13,19,2.02,6.25,5.14,15.9,356,-7.41693582366801,8.30575977056692e-12,4
15601,357,2018,11,22,14,19,2.17,6.67,5.3,15.9,4,-7.100815845435211,-2.4820227477443502e-11,4
15828,355,2018,11,27,7,49,1.5,4.76,4.41,13.5,155,-1.0235207037084,-1.12182075124664e-12,4
15829,348,2018,11,27,8,19,1.49,5.0,4.29,13.5,355,-0.8654607145920071,-7.58924752887193e-11,4
15831,341,2018,11,27,9,19,1.33,5.0,4.35,13.5,123,-0.5493407363592129,7.39685929020512e-12,4
15832,345,2018,11,27,9,49,1.39,4.76,4.37,13.5,341,-0.39128074724281603,-6.737379524726751e-11,4
15833,341,2018,11,27,10,19,1.45,5.0,4.41,13.6,345,-0.23322075812641896,-2.5729127957805302e-11,4
15834,349,2018,11,27,10,49,1.39,5.26,4.38,13.6,341,-0.075160769010022,1.5915539331656902e-11,4
15835,346,2018,11,27,11,19,1.42,5.0,4.62,13.6,349,0.082899220106375,-5.885511520581579e-11,4
15837,352,2018,11,27,12,19,1.33,5.26,4.49,13.7,75,0.39901919833916905,2.44342193731086e-11,4
15838,348,2018,11,27,12,49,1.35,5.26,4.67,13.7,352,0.557079187455566,-5.0336435164364e-11,4
15873,338,2018,11,28,6,19,1.49,5.0,4.56,13.7,58,-8.8119823873182,1.02430580435948e-11,4
15875,341,2018,11,28,7,19,1.54,4.76,4.39,13.9,57,-8.495862409085401,-2.2882929204415604e-11,4
15876,352,2018,11,28,7,49,1.61,5.26,4.46,14.0,341,-8.337802419969,1.8761738085046604e-11,4
15877,348,2018,11,28,8,19,1.74,5.0,4.51,13.9,352,-8.17974243085261,-5.6008916452426103e-11,4
15878,357,2018,11,28,8,49,1.87,6.25,4.74,14.0,348,-8.021682441736209,-1.43642491629639e-11,4
15880,357,2018,11,28,9,49,1.91,6.25,4.82,14.0,3,-7.70556246350342,-4.74902364109743e-11,4
15881,355,2018,11,28,10,19,1.89,5.88,4.68,14.1,357,-7.54750247438702,-5.84556912151211e-12,4
15882,352,2018,11,28,10,49,1.91,5.88,4.82,14.1,355,-7.389442485270621,3.5799098167950103e-11,4
15884,357,2018,11,28,11,49,2.0,6.25,4.96,14.0,6,-7.0733225070378305,2.6731109199396497e-12,4
15911,359,2018,11,29,1,19,1.7,5.56,4.96,13.5,21,-2.80570280089511,-3.70740905339294e-11,4
15922,349,2018,11,29,6,49,1.57,4.76,4.64,13.4,16,-1.06704292061474,-4.4644037657584597e-11,4
16164,359,2018,12,4,7,49,1.72,4.76,4.48,13.9,7,-9.973388987927741,-4.52179852100698e-11,4
16166,353,2018,12,4,8,49,1.84,5.56,4.76,13.9,0,-9.65726900969495,-2.0136311544612802e-11,4
16237,352,2018,12,5,20,19,1.04,3.85,4.08,12.4,85,1.56499021756924,-3.1955640579635204e-11,4
16240,339,2018,12,5,21,49,1.28,4.0,3.94,12.7,2,2.03917018491843,-2.3436960538183396e-11,4
16241,335,2018,12,5,22,19,1.28,4.17,4.02,12.7,339,2.19723017403483,-3.99999541621886e-11,4
16242,341,2018,12,5,22,49,1.47,4.55,4.08,12.7,335,2.35529016315123,1.6447131272735402e-12,4
16243,342,2018,12,5,23,19,1.58,4.76,4.26,12.8,341,2.5133501522676203,-1.49182804967317e-11,4
16244,334,2018,12,5,23,49,1.56,4.76,4.24,12.8,342,2.6714101413840203,-3.1481274120736894e-11,4
16245,342,2018,12,6,0,19,1.63,5.0,4.33,12.9,334,2.82947013050042,1.01633931687253e-11,4
16246,335,2018,12,6,0,49,1.48,4.76,4.15,13.0,342,2.9875301196168103,-6.39960045527993e-12,4
16247,338,2018,12,6,1,19,1.45,5.0,4.09,12.8,335,3.14559010873321,-2.29625940792851e-11,4
16248,339,2018,12,6,1,49,1.51,5.0,4.18,13.0,338,3.30365009784961,-3.95255877032904e-11,4
16249,341,2018,12,6,2,19,1.53,5.0,4.1,13.0,339,3.4617100869660096,2.11907958617183e-12,4
16250,338,2018,12,6,2,49,1.44,5.0,4.09,12.7,341,3.6197700760824,-1.4443914037833401e-11,4
16251,336,2018,12,6,3,19,1.55,4.76,4.14,12.9,338,3.7778300651988,-3.1006907661838604e-11,4
16252,346,2018,12,6,3,49,1.5,5.26,4.14,13.0,336,3.9358900543152004,1.06377596276236e-11,4
16253,353,2018,12,6,4,19,1.28,5.56,4.01,13.1,346,4.093950043431589,-5.92523399638164e-12,4
16256,349,2018,12,6,5,49,1.3,5.0,4.12,12.5,13,-10.3330311830669,2.59344604507011e-12,4
16784,350,2018,12,17,6,49,1.63,4.76,4.63,10.8,69,-1.06704292061474,-4.4644037657584597e-11,4
16785,346,2018,12,17,7,19,1.8,4.76,4.82,10.9,350,-0.908982931498345,-2.99937036812239e-12,4
16836,356,2018,12,18,8,49,1.92,4.76,4.66,11.1,7,-7.74908468040975,2.54028685096226e-11,4
16841,359,2018,12,18,11,19,2.38,6.25,5.38,11.1,3,-6.95878473482777,7.95561303063889e-13,4
17118,224,2018,12,24,6,49,0.89,2.94,3.54,16.9,102,-7.56353135289597,-2.18744476304669e-11,4
17120,238,2018,12,24,7,49,1.02,3.03,3.55,16.9,110,-7.24741137466318,-5.500043487847729e-11,4
17122,225,2018,12,24,8,49,1.08,3.33,3.69,17.1,176,-6.93129139643039,2.8288899700447102e-11,4
17123,235,2018,12,24,9,19,1.13,3.33,3.81,17.2,225,-6.7732314073139905,-4.64817548370256e-11,4
17124,262,2018,12,24,9,49,1.05,3.23,3.81,17.1,235,-6.6151714181975905,-4.8370875475633805e-12,4
17125,265,2018,12,24,10,19,1.08,3.33,3.92,17.1,262,-6.4571114290812,-7.9607742085036e-11,4
17127,287,2018,12,24,11,19,1.04,3.12,3.82,16.7,175,-6.140991450848401,3.68159249388837e-12,4
17128,305,2018,12,24,11,49,1.01,3.33,3.87,16.9,287,-5.982931461732,-7.10890620435843e-11,4
17129,317,2018,12,24,12,19,1.01,3.7,3.93,16.6,305,-5.824871472615611,-2.9444394754122096e-11,4
17130,312,2018,12,24,12,49,1.09,3.7,3.85,16.6,317,-5.66681148349921,1.2200272535340099e-11,4
17131,319,2018,12,24,13,19,1.07,4.0,3.68,16.5,312,-5.5087514943828095,-6.257038200213251e-11,4
17132,327,2018,12,24,13,49,1.1,4.17,3.67,14.7,319,-5.350691505266419,-2.09257147126703e-11,4
17133,335,2018,12,24,14,19,1.22,4.55,3.84,14.0,327,-5.19263151615002,2.07189525767919e-11,4
17134,341,2018,12,24,14,49,1.33,4.76,3.94,14.6,335,-5.03457152703362,-5.4051701960680794e-11,4
17135,335,2018,12,24,15,19,1.37,4.76,3.98,15.0,341,-4.876511537917231,-1.24070346712186e-11,4
17136,334,2018,12,24,15,49,1.5,5.0,4.18,15.3,335,-4.7184515488008305,2.92376326182436e-11,4
17137,345,2018,12,24,16,19,1.48,5.26,4.17,15.5,334,-4.5603915596844296,-4.5533021919228996e-11,4
17138,342,2018,12,24,16,49,1.61,5.0,4.22,15.4,345,-4.40233157056803,-3.88835462976681e-12,4
17139,350,2018,12,24,17,19,1.7,5.56,4.37,15.6,342,-4.24427158145164,-7.865900916723941e-11,4
17140,355,2018,12,24,17,49,1.59,5.56,4.48,15.9,350,-4.08621159233524,-3.70143418777773e-11,4
17141,353,2018,12,24,18,19,1.61,5.56,4.35,15.5,355,-3.92815160321884,4.630325411684941e-12,4
17142,357,2018,12,24,18,49,1.47,5.88,4.36,15.6,353,-3.77009161410245,-7.014032912578771e-11,4
17143,356,2018,12,24,19,19,1.41,5.88,4.39,15.8,357,-3.6120316249860496,-2.84956618363255e-11,4
17144,355,2018,12,24,19,49,1.32,5.56,4.33,15.8,356,-3.4539716358696495,1.31490054531367e-11,4
17145,355,2018,12,24,20,19,1.25,5.26,4.39,15.9,355,-3.29591164675325,-6.162164908433599e-11,4
17146,357,2018,12,24,20,49,1.13,5.26,4.27,16.0,355,-3.13785165763686,-1.9976981794873698e-11,4
17147,356,2018,12,24,21,19,1.18,5.56,4.53,16.0,357,-2.97979166852046,2.16676854945884e-11,4
17148,353,2018,12,24,21,49,1.07,5.26,4.49,16.1,356,-2.8217316794040603,-5.31029690428842e-11,4
17150,356,2018,12,24,22,49,0.97,5.26,4.46,16.0,0,-2.50561170117127,3.01863655360402e-11,4
17152,355,2018,12,24,23,49,0.91,5.26,4.58,16.1,0,-2.18949172293848,-2.9396217119702402e-12,4
17154,357,2018,12,25,0,49,0.83,5.26,4.64,16.0,154,-1.87337174470568,-3.606560895998071e-11,4
17156,348,2018,12,25,1,49,0.84,5.0,4.63,16.0,2,-1.5572517664728898,-6.91915962079911e-11,4
17158,339,2018,12,25,2,49,0.8,4.76,4.15,15.7,4,-1.24113178824009,1.4097738370933303e-11,4
17160,338,2018,12,25,3,49,0.89,4.55,3.74,15.6,12,-0.9250118100073,-1.90282488770772e-11,4
17161,343,2018,12,25,4,19,0.85,4.76,3.62,15.5,338,-0.7669518208909031,2.2616418412385e-11,4
17162,328,2018,12,25,4,49,0.84,3.12,3.63,15.5,343,-0.608891831774506,-5.21542361250876e-11,4
17163,334,2018,12,25,5,19,0.81,3.33,3.54,15.5,328,-0.450831842658109,-1.05095688356254e-11,4
17164,348,2018,12,25,5,49,0.8,4.35,3.49,15.2,334,-0.292771853541712,3.11350984538368e-11,4
17165,335,2018,12,25,6,19,0.82,3.33,3.49,14.1,348,-0.134711864425315,-4.36355560836359e-11,4
17166,335,2018,12,25,6,49,0.8,3.57,3.49,13.4,335,0.023348124691082998,-1.99088879417367e-12,4
17177,357,2018,12,25,12,19,0.75,4.35,3.71,12.0,33,1.76200800497145,-9.560835917828849e-12,4
17206,356,2018,12,26,2,49,1.0,4.76,4.14,11.4,47,-8.55541350450069,-8.243402461970829e-11,4
17228,357,2018,12,26,13,49,1.14,4.35,3.91,12.2,26,-5.07809374393996,1.88414029599161e-11,4
17239,353,2018,12,26,19,19,1.03,4.55,3.98,11.4,3,-3.3394338636595897,1.12714558362609e-11,4
17240,348,2018,12,26,19,49,1.04,4.35,4.05,11.4,353,-3.1813738745432003,-6.349919870121171e-11,4
17902,343,2019,1,9,16,49,1.35,4.0,4.27,10.4,158,-1.14387568625855,-1.63884578914991e-11,1
17922,357,2019,1,10,2,49,1.57,5.0,4.25,10.4,156,2.0173240960693897,1.59763510920093e-12,1
17923,359,2019,1,10,3,19,1.75,5.0,4.42,10.4,357,2.17538408518579,4.3242302398663103e-11,1
17925,355,2019,1,10,4,19,1.82,5.26,4.54,10.3,2,2.49150406341858,1.0116315150652699e-11,1
17926,356,2019,1,10,4,49,2.01,5.88,4.66,10.3,355,2.6495640525349797,5.17609824401149e-11,1
17928,346,2019,1,10,5,49,2.21,5.56,4.96,10.3,0,-11.9354771630799,1.86349951921044e-11,1
17930,357,2019,1,10,6,49,2.4,6.25,5.32,10.4,0,-11.6193571848471,-1.4490992055906e-11,1
17952,359,2019,1,10,17,49,2.32,6.67,5.6,10.2,28,-8.14203742428635,-2.96308863032164e-11,1
17957,357,2019,1,10,20,19,2.13,6.25,5.46,10.1,9,-7.35173747870437,6.21771283171598e-11,1
17958,353,2019,1,10,20,49,2.1,6.67,5.41,10.1,357,-7.193677489587969,-1.2593526220312902e-11,1
17967,355,2019,1,11,1,19,2.09,5.88,5.2,10.1,10,-5.7711375875404,1.2962513904042401e-11,1
17972,357,2019,1,11,3,49,2.27,6.67,5.54,9.9,14,-4.98083764195841,-1.16447933025163e-11,1
17973,359,2019,1,11,4,19,2.29,6.67,5.56,9.9,357,-4.82277765284202,2.99998739869459e-11,1
17979,356,2019,1,11,7,19,2.47,7.14,5.87,9.9,0,-3.87441771814363,4.70372340698494e-11,1
17981,355,2019,1,11,8,19,2.15,6.67,5.57,9.9,13,-3.5582977399108398,1.3911246821838999e-11,1
17983,359,2019,1,11,9,19,1.94,6.67,5.39,9.7,0,-3.2421777616780494,-1.92147404261715e-11,1
17984,356,2019,1,11,9,49,2.0,6.67,5.36,9.8,359,-3.0841177725616498,2.2429926863290697e-11,1
17989,357,2019,1,11,12,19,1.91,6.67,5.21,9.9,9,-2.29381782697967,-2.17738034326797e-12,1
17990,353,2019,1,11,12,49,1.95,6.25,5.35,9.9,357,-2.1357578378632702,3.9467286946194206e-11,1
18429,353,2019,1,20,22,19,2.41,5.56,5.36,8.4,147,-5.3565087156065,7.834542035713621e-11,1
18431,359,2019,1,20,23,19,2.69,6.67,5.59,8.5,2,-5.04038873737371,4.52194331091258e-11,1
18432,355,2019,1,20,23,49,2.63,6.67,5.41,8.6,359,-4.88232874825731,-2.9551221428346806e-11,1
18443,359,2019,1,21,5,19,2.83,6.67,5.61,8.7,17,-3.1436688679769396,7.929415327493279e-11,1
18444,359,2019,1,21,5,49,2.78,7.14,5.63,8.7,359,-2.9856088788605497,4.52349873746018e-12,1
18445,357,2019,1,21,6,19,3.02,7.14,5.83,8.6,359,-2.82754888974415,4.61681660269224e-11,1
18921,345,2019,1,31,6,19,1.3,4.55,4.31,8.0,62,-1.46456008311187,1.21731107359849e-11,1
18922,349,2019,1,31,6,49,1.3,4.55,4.28,8.0,345,-1.3065000939954698,-4.3898828880203195e-12,1
18923,350,2019,1,31,7,19,1.49,5.0,4.47,8.0,349,-1.14844010487907,3.72547844014419e-11,1
18927,359,2019,1,31,9,19,1.68,5.88,4.73,7.9,0,-0.516200148413487,2.9210470818888394e-11,1
19016,357,2019,2,2,5,49,0.8,3.23,3.21,7.9,99,-11.390281640427,-1.82460912896575e-11,1
19017,353,2019,2,2,6,19,0.96,3.57,3.43,7.9,357,-11.2322216513106,2.3398575999804698e-11,1
19018,357,2019,2,2,6,49,1.06,3.85,3.56,7.8,353,-11.0741616621942,6.50432432892669e-11,1
19019,350,2019,2,2,7,19,1.21,4.55,3.82,7.8,357,-10.9161016730778,-9.72741124820576e-12,1
19020,348,2019,2,2,7,49,1.19,4.55,3.87,7.9,350,-10.758041683961402,3.19172560412564e-11,1
19021,353,2019,2,2,8,19,1.24,5.0,4.06,7.9,348,-10.599981694845,7.356192333071859e-11,1
19022,353,2019,2,2,8,49,1.17,5.0,3.98,7.9,353,-10.4419217057286,-1.20873120675401e-12,1
19023,357,2019,2,2,9,19,1.26,5.0,4.12,7.9,353,-10.283861716612199,4.0435936082708204e-11,1
19024,359,2019,2,2,9,49,1.19,5.26,4.13,8.0,357,-10.1258017274958,8.208060337217041e-11,1
19375,359,2019,2,9,17,19,2.44,6.25,5.38,8.1,12,0.649770870816585,3.1028271779612e-11,1
19393,359,2019,2,10,2,19,1.75,5.88,5.22,8.3,3,-11.4063105189359,-3.42749697986123e-11,1
19463,342,2019,2,11,13,19,1.25,4.17,4.31,7.7,103,-0.342111280788135,-2.95313052096294e-11,1
20130,327,2019,2,25,12,49,1.04,4.35,4.1,7.6,156,1.4080130593806601,3.25708684686112e-11,1
20131,336,2019,2,25,13,19,1.12,4.76,4.17,7.6,327,1.56607304849706,1.60078748446059e-11,1
20133,297,2019,2,25,14,19,1.19,3.57,4.01,7.6,161,1.8821930267298501,4.1089548510062896e-11,1
20134,334,2019,2,25,14,49,1.29,4.76,4.15,7.6,297,2.04025301584625,2.45265548860577e-11,1
20135,331,2019,2,25,15,19,1.29,4.55,4.19,7.6,334,2.19831300496265,7.96356126205248e-12,1
20136,327,2019,2,25,15,49,1.31,4.76,4.12,7.6,331,2.35637299407904,-8.59943236195274e-12,1
20137,324,2019,2,25,16,19,1.28,5.0,4.18,7.7,327,2.51443298319544,3.30452349275094e-11,1
20138,327,2019,2,25,16,49,1.26,4.76,4.15,7.7,324,2.6724929723118396,1.64822413035042e-11,1
20139,322,2019,2,25,17,19,1.16,4.55,3.99,7.8,327,-12.070608232419401,-8.07523205009895e-14,1
20140,328,2019,2,25,17,49,1.11,4.76,4.03,7.8,322,-11.912548243303,4.1563914968961205e-11,1
20141,324,2019,2,25,18,19,1.07,4.76,3.98,7.9,328,-11.7544882541866,2.5000921344956e-11,1
20142,315,2019,2,25,18,49,1.04,4.55,3.93,7.9,324,-11.5964282650702,8.437927720950759e-12,1
20143,322,2019,2,25,19,19,1.06,4.76,4.05,7.9,315,-11.4383682759538,-8.12506590305446e-12,1
20144,319,2019,2,25,19,49,1.08,4.55,4.14,7.9,322,-11.280308286837402,3.35196013864077e-11,1
20145,325,2019,2,25,20,19,1.02,4.17,4.07,7.9,319,-11.122248297720999,1.69566077624025e-11,1
20146,328,2019,2,25,20,49,0.95,4.35,4.0,7.9,325,-10.9641883086046,3.93614138397296e-13,1
20155,329,2019,2,26,1,19,0.67,4.76,4.62,7.9,168,-9.54164840655707,2.5949654262752602e-11,1
20463,343,2019,3,4,11,19,2.07,5.0,5.05,7.4,113,-7.74343743086141,1.9723141640922698e-11,1
20464,348,2019,3,4,11,49,2.21,5.88,5.08,7.4,343,-7.58537744174501,6.13678089303849e-11,1
20465,345,2019,3,4,12,19,2.47,5.88,5.27,7.6,348,-7.427317452628619,-1.34028456070877e-11,1
20466,342,2019,3,4,12,49,2.51,5.88,5.34,7.6,345,-7.269257463512219,2.82418216823744e-11,1
20468,339,2019,3,4,13,49,2.45,5.88,5.47,7.7,100,-6.95313748527943,-4.88416556563599e-12,1
20469,341,2019,3,4,14,19,2.42,6.25,5.37,7.7,339,-6.795077496163031,3.676050172382621e-11,1
20470,349,2019,3,4,14,49,2.47,6.25,5.43,7.8,341,-6.637017507046631,7.840516901328841e-11,1
20471,352,2019,3,4,15,19,2.54,6.25,5.35,7.8,349,-6.47895751793023,3.63451447581576e-12,1
20473,352,2019,3,4,16,19,2.44,6.25,5.34,7.8,2,-6.162837539697441,-2.94914727721947e-11,1
20474,350,2019,3,4,16,49,2.26,6.25,5.31,7.9,352,-6.00477755058104,1.2153194517267499e-11,1
20477,359,2019,3,4,18,19,2.51,6.25,5.51,7.9,12,-5.53059758323185,2.06718745587193e-11,1
20478,348,2019,3,4,18,49,2.17,6.25,5.34,7.9,359,-5.37253759411546,6.23165418481815e-11,1
20484,356,2019,3,4,21,49,1.98,5.88,5.51,8.1,16,-4.4241776594170705,-3.70614198958499e-11,1
20529,357,2019,3,5,20,19,1.32,5.0,4.6,7.7,58,2.68852185082079,-2.5696541101008397e-11,1
20553,334,2019,3,6,8,19,1.42,4.17,3.94,7.4,66,-8.41919960423334,4.2452899230605604e-11,1
20554,348,2019,3,6,8,49,1.89,5.0,4.35,7.6,334,-8.26113961511694,-3.2317755306867e-11,1
20555,343,2019,3,6,9,19,2.02,5.26,4.61,7.6,348,-8.10307962600054,9.326911982595179e-12,1
20556,345,2019,3,6,9,49,2.23,5.56,4.84,7.6,343,-7.94501963688415,5.09715792720574e-11,1
20557,342,2019,3,6,10,19,2.2,5.88,4.92,7.6,345,-7.78695964776775,-2.37990752654153e-11,1
20558,342,2019,3,6,10,49,2.29,6.25,5.04,7.6,342,-7.628899658651349,1.78455920240469e-11,1
20559,339,2019,3,6,11,19,2.45,6.25,5.18,7.6,342,-7.47083966953495,5.94902593135091e-11,1
20560,348,2019,3,6,11,49,2.44,6.67,5.38,7.6,339,-7.31277968041856,-1.52803952239635e-11,1
20561,352,2019,3,6,12,19,2.31,7.14,5.2,7.6,348,-7.1547196913021605,2.6364272065498698e-11,1
20562,348,2019,3,6,12,49,2.35,6.25,5.32,7.6,352,-6.9966597021857595,6.80089393549609e-11,1
20563,353,2019,3,6,13,19,2.14,6.67,5.14,7.6,348,-6.83859971306937,-6.76171518251175e-12,1
20564,353,2019,3,6,13,49,2.13,6.67,5.16,7.6,353,-6.680539723952969,3.48829521069504e-11,1
20565,355,2019,3,6,14,19,2.17,6.25,5.26,7.6,353,-6.52247973483657,7.652761939641259e-11,1
20566,359,2019,3,6,14,49,1.96,6.67,5.09,7.6,355,-6.3644197457201805,1.7569648589400004e-12,1
20568,355,2019,3,6,15,49,1.94,6.25,5.1,7.6,2,-6.0482997674873795,-3.13690223890704e-11,1
20569,355,2019,3,6,16,19,1.93,6.25,5.05,7.6,355,-5.890239778370991,1.0275644900391801e-11,1
20571,359,2019,3,6,17,19,1.93,6.25,5.21,7.6,4,-5.574119800138191,-2.2850342347618698e-11,1
20845,349,2019,3,12,10,19,0.83,3.23,3.59,8.6,138,-6.969166363788379,3.72946168388766e-11,1
20846,352,2019,3,12,10,49,0.86,3.12,3.7,8.4,349,-6.81110637467198,2.0731623214871398e-11,1
20847,355,2019,3,12,11,19,0.88,3.45,3.56,8.4,352,-6.653046385555591,4.1686295908662005e-12,1
21014,359,2019,3,16,12,19,1.29,4.35,4.2,11.1,161,-5.79173088466988,-7.63078322543879e-12,1
21017,359,2019,3,16,13,49,1.45,4.76,4.31,11.3,0,-5.31755091732069,8.878968160129648e-13,1
21317,336,2019,3,22,22,49,1.1,4.35,4.29,10.3,96,-1.6546778292461801,-3.32165265791945e-12,1
21320,310,2019,3,23,0,19,0.98,4.0,4.55,10.2,83,-1.18049786189698,5.1970273835323e-12,1
21322,327,2019,3,23,1,19,1.3,4.0,4.17,10.1,104,-0.8643778836641899,3.0278701048989304e-11,1
21323,332,2019,3,23,1,49,1.33,4.35,4.24,10.1,327,-0.7063178945477929,1.3715707424984098e-11,1
21324,328,2019,3,23,2,19,1.32,4.17,4.12,10.1,332,-0.548257905431396,-2.8472861990211698e-12,1
21325,339,2019,3,23,2,49,1.42,4.76,4.22,10.0,328,-0.39019791631499895,3.8797381090441005e-11,1
21326,335,2019,3,23,3,19,1.42,4.55,4.26,9.9,339,-0.232137927198602,2.2234387466435802e-11,1
21327,345,2019,3,23,3,49,1.46,5.0,4.25,9.9,335,-0.074077938082205,5.67139384243059e-12,1
21328,341,2019,3,23,4,19,1.6,4.76,4.43,9.9,345,0.083982051034192,-1.08915997815746e-11,1
21329,357,2019,3,23,4,49,1.62,5.56,4.39,9.9,341,0.24204204015058897,3.07530675078876e-11,1
21331,355,2019,3,23,5,49,1.72,5.56,4.41,9.9,0,0.558162018383383,-2.3729197401228797e-12,1
21332,355,2019,3,23,6,19,1.75,5.88,4.56,9.9,355,0.71622200749978,3.9271747549339295e-11,1
