East_12,lag_east_12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
-0.023377,0.010678,-0.014501,0.015257,0.052591,0.096139,0.13645,0.18499,0.22724,0.27353,0.31144,0.33879,0.37004,0.38969,0.40544,0.42332,0.41323,0.38974,0.37855,0.36601,0.35242,0.3443,0.33693,0.35347,0.36827,0.37007,0.34647,0.33454,0.32917,0.33921,0.37558,0.40124,0.41528,0.42599,0.42261,0.43045,0.43708,0.45253,0.46354,0.46859,0.44628,0.43706,0.42823,0.43577,0.45678,0.48648,0.52027,0.53373,0.015059,0.047325,0.070218,0.097145,0.12276,0.15089,0.17821,0.22054,0.27001,0.32209,0.38566,0.45159,0.49677,0.53485,0.55697,0.57521,0.57577,0.59901,0.62034,0.64028,0.6355,0.62181,0.60773,0.62397,0.65374,0.68447,0.70309,0.66665,0.65049,0.67545,0.71346,0.74925,0.74569,0.71244,0.72449,0.73983,0.75946,0.76375,0.77271,0.80748,0.8036,0.81987,0.84643,0.89263,0.95656,1.0568,0.0029981,0.0051993,0.0021547,-0.00093055,-0.0017331,-0.00077252,-0.001646,-0.0037031,-0.0044831,-0.0038483,-0.00253,0.0013284,-0.00045683,0.00039602,0.0023716,0.0030683,0.00047673,-0.00080518,0.0020991,0.00037463,0.0010664,0.0015721,0.00060586,-0.00096434,-0.00083709,0.00030705,-0.0019474,-0.003955,-0.0023709,-0.0014373,0.0023303,0.00078754,-0.0039745,-1.05E-05,0.00024625,-0.00064602,0.0025916,0.0024223,0.0020094,0.00053379,-0.00047748,-0.00058146,-0.0029456,-0.0016967,-0.0013408,0.0011918
-0.034055,-0.018825,-0.03619,-0.019829,0.0093778,0.049322,0.099747,0.14583,0.17783,0.23516,0.27117,0.29493,0.32625,0.35463,0.38478,0.41192,0.41874,0.37221,0.37326,0.37442,0.34858,0.3399,0.35295,0.36622,0.36151,0.34881,0.31421,0.29808,0.2907,0.28139,0.28238,0.28027,0.29765,0.30948,0.2901,0.28635,0.26584,0.26749,0.26769,0.29074,0.29244,0.28723,0.27946,0.26821,0.28312,0.29111,0.3126,0.32776,0.033471,0.039852,0.057805,0.07998,0.09439,0.11487,0.13701,0.18668,0.22453,0.25923,0.3042,0.3593,0.41489,0.4621,0.48639,0.51334,0.54271,0.5589,0.57382,0.57474,0.57101,0.56533,0.55842,0.57481,0.61471,0.6683,0.6877,0.6817,0.69111,0.68195,0.68978,0.73777,0.7706,0.75447,0.72996,0.68689,0.65705,0.6198,0.60705,0.63201,0.64522,0.65854,0.67106,0.70201,0.7329,0.76909,0.0036978,0.0046138,0.0017928,0.00083866,-0.00087018,-0.00064251,-0.0033911,-0.0033657,-0.0016753,-0.0030581,-0.00024734,0.0031061,0.0006937,0.00090295,0.0014423,0.0015434,-0.0018313,-0.0011093,0.0017527,-0.0007588,-0.00037387,-0.00018591,-0.0018702,-0.0043972,0.00078828,-0.0016679,-0.0016384,-0.0018141,-0.0035954,-0.0059468,-0.0016458,-0.0012789,-0.0050049,-0.0035803,-0.0075442,-0.0055926,-0.0024353,-0.0037854,-0.0013301,0.0017486,-0.001914,0.00039926,-0.0035442,-0.0031921,-0.0030041,-0.0026446
-0.01523,-0.01609299,-0.015029,-0.023613,-0.0019131,0.032575,0.073978,0.10083,0.13402,0.17585,0.22106,0.24991,0.28268,0.31534,0.33414,0.35993,0.36797,0.33526,0.33662,0.35021,0.3373,0.3278,0.33828,0.33913,0.34669,0.32596,0.30617,0.29306,0.28266,0.2798,0.27535,0.28313,0.30686,0.31412,0.29715,0.26361,0.20334,0.17362,0.15099,0.15372,0.15904,0.17095,0.17599,0.15961,0.17814,0.16783,0.166,0.18165,0.041309,0.057207,0.076655,0.093826,0.10295,0.12419,0.14088,0.18943,0.22167,0.25733,0.30414,0.35432,0.40458,0.44092,0.47641,0.49664,0.50871,0.51397,0.52684,0.52283,0.51521,0.51914,0.52902,0.54647,0.55552,0.58552,0.61269,0.60889,0.62818,0.64047,0.65774,0.68644,0.71759,0.73701,0.73014,0.68039,0.6462,0.57584,0.5463,0.53975,0.5462,0.55755,0.57017,0.57655,0.56617,0.54486,0.0044767,0.0044981,0.0036854,0.0043998,9.95E-05,-0.0032583,-0.0047995,-0.0041817,-0.00050113,-0.0040822,0.0012909,0.0023941,0.00054317,-0.0008033,0.0012845,0.0012519,-0.0022526,-0.0016817,-0.00093356,0.00054955,0.00066479,-0.00031081,-0.0030214,-0.0036535,-1.13E-06,0.0013052,0.00011149,-0.0019531,-0.0026517,-0.0043772,-0.0022173,-0.0028998,-0.0012061,-0.00051502,-0.0048986,-0.006792,-0.0058559,-0.0077068,-0.0071798,-0.0039084,-0.0033446,-0.0037406,-0.00375,-0.0051348,-0.0050038,-0.0080953
0.00086299,-0.00412681,-0.0011971,-0.009578,0.0058006,0.017761,0.046775,0.070887,0.10318,0.13666,0.1754,0.21926,0.25137,0.28074,0.28822,0.30921,0.29914,0.3019,0.30808,0.29404,0.30525,0.31739,0.31682,0.30492,0.33259,0.3121,0.30306,0.29683,0.27428,0.26156,0.25904,0.26393,0.27786,0.29575,0.29154,0.27004,0.22091,0.18378,0.17201,0.15608,0.13615,0.13176,0.12732,0.11907,0.12999,0.1109,0.094322,0.085767,0.024745,0.06767,0.087409,0.1044,0.11733,0.13219,0.15256,0.19591,0.24389,0.28771,0.33093,0.38079,0.42195,0.43809,0.46758,0.47366,0.48453,0.48382,0.47453,0.47092,0.46669,0.48186,0.50008,0.51468,0.50909,0.4949,0.50893,0.51516,0.51992,0.54175,0.56697,0.59383,0.6293,0.63379,0.63128,0.62521,0.60134,0.5733,0.55188,0.52248,0.51183,0.50617,0.51712,0.51232,0.48786,0.46054,0.0018446,0.0054174,0.0041152,0.0037575,0.00081757,-0.0037301,-0.0052181,-0.0064718,-0.0010424,-0.0030345,-0.00015091,0.0025233,-2.33E-05,0.0011385,0.0039362,0.0014749,-0.00053828,-0.00017605,-3.75E-06,0.0010589,0.0028754,0.0021021,-0.0002789,0.00088851,0.00034647,0.0026956,0.0026685,0.00079317,0.00066854,-0.0001479,0.00024061,-7.58E-05,0.00024249,0.0025308,0.0027462,-0.0014857,-0.0025608,-0.0056787,-0.0071348,-0.0069223,-0.004473,-0.0042538,-0.0022136,-0.0037958,-0.0066028,-0.0080514
0.0049898,0.0106234,0.010796,0.016928,0.020567,0.021821,0.049503,0.085382,0.11895,0.15043,0.1883,0.22926,0.25196,0.28084,0.29072,0.28992,0.28571,0.29349,0.28502,0.26723,0.2784,0.28127,0.25831,0.2523,0.26851,0.25656,0.25076,0.25363,0.22789,0.2162,0.18455,0.16357,0.17835,0.21431,0.26878,0.26823,0.24723,0.22386,0.2247,0.21678,0.18633,0.15128,0.12026,0.10125,0.096118,0.077555,0.071825,0.069978,0.014076,0.051338,0.0795,0.098564,0.10389,0.11637,0.13523,0.17005,0.21302,0.2601,0.29461,0.34217,0.36952,0.39691,0.40594,0.41674,0.43149,0.42547,0.41945,0.41711,0.43463,0.4546,0.46778,0.48376,0.48548,0.4698,0.45467,0.4891,0.48146,0.48434,0.50544,0.51782,0.54875,0.54748,0.53978,0.5418,0.51739,0.50521,0.5037,0.47527,0.45608,0.43321,0.43177,0.43762,0.41915,0.40769,-0.0015057,0.0044992,0.00019329,0.0018681,-0.0012899,-0.0053624,-0.0042993,-0.0068497,-0.0035324,-0.0021216,-0.0035127,0.00036445,-0.0034554,0.0012531,0.0025188,-0.00020925,-0.00018387,-9.30E-05,-9.09E-05,0.00097543,0.0033104,0.0031859,0.0029152,0.0029091,0.00033211,-0.00079361,-0.00019615,0.00035135,0.0017854,-0.00040335,-0.0025872,-0.0037916,-0.0023075,-0.0022727,-0.0026282,-0.00157,-0.003767,-0.0039959,-0.0051552,-0.0054484,-0.0057211,-0.003328,-0.003717,-0.003905,-0.0062195,-0.008672
-0.0056336,0.0339924,0.016972,0.026987,0.028817,0.044885,0.058322,0.10459,0.1263,0.1506,0.19134,0.22784,0.25157,0.281,0.28666,0.27251,0.28035,0.27749,0.25346,0.25216,0.25276,0.2285,0.2123,0.20734,0.21147,0.21132,0.21571,0.20709,0.18834,0.1674,0.15273,0.12564,0.12789,0.16004,0.22017,0.24234,0.24377,0.23876,0.21362,0.19819,0.18292,0.16207,0.11353,0.079691,0.075637,0.06474,0.04745,0.051545,0.0030119,0.039181,0.059664,0.072735,0.072857,0.096591,0.1061,0.14345,0.1831,0.22387,0.26532,0.31768,0.33861,0.37528,0.39408,0.38766,0.3945,0.39468,0.40841,0.43251,0.45896,0.46944,0.45913,0.46224,0.46318,0.4805,0.48954,0.50371,0.49178,0.4942,0.50205,0.49742,0.48533,0.49238,0.46875,0.46422,0.44617,0.42632,0.42285,0.42148,0.41681,0.40587,0.39285,0.38553,0.37155,0.36066,-0.003149,9.35E-05,-0.003336,-0.001869,-0.0054989,-0.0081085,-0.005723,-0.00697,-0.0077331,-0.0048176,-0.0014103,-0.0013333,-0.0021479,0.00043993,0.0031066,0.0012932,0.0019017,0.00012463,0.0019568,0.0056655,0.0047725,0.0016547,0.0019092,0.0014279,0.0018239,-0.00061035,0.00096246,-0.00095495,0.0033172,0.00064715,-0.0030007,-0.0052012,-0.0028063,-0.0040533,-0.0030244,-0.0017782,-0.00085398,-0.0018923,-0.0014279,-0.0012538,-0.0027977,-0.0058472,-0.0073014,-0.0061929,-0.0047819,-0.0064606
-0.039626,0.0601,-0.013269,0.0016615,0.015759,0.036702,0.062913,0.091571,0.10368,0.12372,0.15819,0.18604,0.23025,0.25064,0.25457,0.23396,0.23817,0.2621,0.2412,0.23586,0.2386,0.21725,0.20515,0.19083,0.19146,0.18666,0.19429,0.19249,0.20075,0.16071,0.17137,0.15544,0.13617,0.15206,0.17784,0.20504,0.23603,0.25207,0.23295,0.21703,0.17952,0.15551,0.1341,0.10912,0.1084,0.099,0.082584,0.062633,-0.0050998,0.019537,0.039574,0.071061,0.081904,0.11165,0.13086,0.16622,0.18825,0.22968,0.2631,0.30959,0.33474,0.37207,0.40273,0.38403,0.37612,0.39086,0.40247,0.43729,0.45788,0.46014,0.44899,0.43143,0.43264,0.46425,0.48014,0.5023,0.49877,0.49956,0.49727,0.49653,0.47669,0.45997,0.39716,0.36794,0.35658,0.36284,0.36406,0.35604,0.36993,0.37706,0.37885,0.36126,0.35036,0.32726,-0.0019842,-0.0019167,-0.0044418,-0.002708,-0.0062507,-0.0064962,-0.0034861,-0.003661,-0.005866,-0.0040432,0.00039864,-0.0011291,0.0014399,0.00076689,0.0039268,0.0070139,0.00578,0.0030619,0.0060139,0.0090972,0.0064786,0.0044617,0.0038465,0.007173,0.006354,0.0034824,0.0071637,0.0055394,0.0048483,0.0041002,0.0010695,-0.00071058,0.0013679,-0.0012714,0.00054016,0.0027827,0.0038923,0.0034279,0.0035796,0.0034204,0.003661,-0.0030127,-0.0027594,0.00026388,-0.0007256,0.00030893
-0.099726,0.010894,-0.084993,-0.070129,-0.056963,-0.022616,0.033385,0.042423,0.074257,0.1083,0.1476,0.17221,0.19908,0.22766,0.22455,0.19723,0.17713,0.19616,0.19207,0.1874,0.20895,0.18577,0.16904,0.15328,0.14912,0.14501,0.12715,0.11687,0.13851,0.12805,0.15695,0.17504,0.1924,0.1717,0.16768,0.16959,0.19863,0.19895,0.1978,0.19453,0.16087,0.13789,0.14162,0.1474,0.17069,0.17065,0.16168,0.13597,-0.046714,-0.043717,-0.025556,0.052201,0.095095,0.127,0.16338,0.18452,0.22345,0.25201,0.30202,0.32533,0.34538,0.38485,0.40275,0.39439,0.38043,0.39135,0.38373,0.3856,0.38916,0.38277,0.39872,0.40301,0.38611,0.39999,0.40335,0.43749,0.45859,0.4787,0.48964,0.47967,0.46198,0.41234,0.33287,0.26932,0.23317,0.25392,0.31002,0.29163,0.27743,0.2929,0.30905,0.31275,0.29901,0.28191,-0.0049185,-0.0044627,-0.0065872,-0.0014824,-0.0010082,0.0029988,0.0070008,0.0091347,0.0064271,0.0025426,0.0087637,0.0043772,0.013248,0.01221,0.019291,0.023364,0.01599,0.012886,0.01193,0.015908,0.012179,0.010403,0.010541,0.015433,0.009414,0.0072289,0.0062043,0.0082256,0.0064066,0.0024537,0.0015639,0.00083456,0.0027731,-0.0040241,-0.0044484,-0.0046323,-0.009346,-0.0058112,-0.0010176,-0.0032195,-0.0089599,-0.005803,-0.0045721,0.00051964,-0.003629,-0.0046159
-0.11062,-0.035926,-0.10692,-0.10012,-0.089125,-0.066575,-0.0085262,0.028119,0.063169,0.10409,0.14819,0.18337,0.19025,0.21026,0.21533,0.21247,0.19517,0.17747,0.18135,0.18083,0.19189,0.17035,0.15083,0.13648,0.13319,0.14821,0.11213,0.090389,0.10645,0.12944,0.18063,0.22457,0.24728,0.20345,0.16294,0.17477,0.17836,0.15284,0.13096,0.11909,0.13263,0.16466,0.18075,0.19166,0.19518,0.20638,0.21452,0.21153,-0.062966,-0.055419,-0.047475,0.018691,0.063658,0.10498,0.13191,0.16439,0.22376,0.26189,0.3145,0.32483,0.3472,0.37162,0.39352,0.39501,0.38682,0.37837,0.3455,0.3163,0.3119,0.31331,0.33094,0.34876,0.33178,0.34437,0.34245,0.36461,0.38231,0.41337,0.43911,0.40639,0.40674,0.35888,0.27814,0.24861,0.20634,0.16745,0.1922,0.22402,0.22095,0.21788,0.22518,0.23293,0.2188,0.20548,-0.0083101,-0.0036884,-0.0047237,-0.0051573,0.00053527,0.0047395,0.0029598,0.0068266,0.0052061,0.0013382,0.0047526,0.0036929,0.0081468,0.009146,0.014461,0.015072,0.011988,0.011184,0.0085601,0.0086629,0.0061415,0.0062462,0.0043765,0.0073472,0.0025293,-0.0017376,-0.0046843,-0.0031209,-0.0049568,-0.0051629,-0.0056554,-0.01031,-0.011068,-0.019148,-0.019252,-0.016643,-0.024729,-0.027035,-0.022603,-0.01859,-0.014916,-0.0095387,-0.01015,-0.006664,-0.0083754,-0.0085796
